"count","bin","cortex","gene","mouse","cell_num","hemisphere","age"
11,72,"cortex","Satb2","1","1438","left","12"
1,75,"cortex","Satb2","1","1439","left","12"
0,77,"cortex","Satb2","1","1440","left","12"
6,73,"cortex","Satb2","1","1441","left","12"
9,71,"cortex","Satb2","1","1442","left","12"
0,75,"cortex","Satb2","1","1443","left","12"
13,93,"cortex","Satb2","1","1444","left","12"
6,94,"cortex","Satb2","1","1445","left","12"
2,95,"cortex","Satb2","1","1446","left","12"
5,86,"cortex","Satb2","1","1447","left","12"
9,88,"cortex","Satb2","1","1448","left","12"
5,81,"cortex","Satb2","1","1449","left","12"
0,74,"cortex","Satb2","1","1450","left","12"
0,98,"cortex","Satb2","1","1451","left","12"
0,97,"cortex","Satb2","1","1456","left","12"
2,99,"cortex","Satb2","1","1457","left","12"
1,98,"cortex","Satb2","1","1460","left","12"
16,95,"cortex","Satb2","1","1461","left","12"
1,100,"cortex","Satb2","1","1462","left","12"
11,99,"cortex","Satb2","1","1463","left","12"
10,96,"cortex","Satb2","1","1465","left","12"
11,93,"cortex","Satb2","1","1466","left","12"
0,98,"cortex","Satb2","1","1468","left","12"
6,96,"cortex","Satb2","1","1469","left","12"
1,99,"cortex","Satb2","1","1470","left","12"
10,98,"cortex","Satb2","1","1471","left","12"
1,97,"cortex","Satb2","1","1472","left","12"
7,99,"cortex","Satb2","1","1473","left","12"
3,100,"cortex","Satb2","1","1474","left","12"
14,94,"cortex","Satb2","1","1475","left","12"
11,97,"cortex","Satb2","1","1477","left","12"
0,95,"cortex","Satb2","1","1479","left","12"
1,91,"cortex","Satb2","1","1481","left","12"
1,95,"cortex","Satb2","1","1482","left","12"
1,96,"cortex","Satb2","1","1483","left","12"
2,93,"cortex","Satb2","1","1484","left","12"
1,95,"cortex","Satb2","1","1485","left","12"
4,96,"cortex","Satb2","1","1486","left","12"
6,98,"cortex","Satb2","1","1487","left","12"
8,98,"cortex","Satb2","1","1490","left","12"
5,90,"cortex","Satb2","1","1491","left","12"
0,94,"cortex","Satb2","1","1493","left","12"
7,94,"cortex","Satb2","1","1495","left","12"
10,93,"cortex","Satb2","1","1496","left","12"
3,96,"cortex","Satb2","1","1498","left","12"
4,91,"cortex","Satb2","1","1501","left","12"
15,98,"cortex","Satb2","1","1503","left","12"
5,93,"cortex","Satb2","1","1504","left","12"
2,94,"cortex","Satb2","1","1507","left","12"
1,92,"cortex","Satb2","1","1509","left","12"
7,90,"cortex","Satb2","1","1511","left","12"
9,98,"cortex","Satb2","1","1513","left","12"
0,92,"cortex","Satb2","1","1515","left","12"
7,98,"cortex","Satb2","1","1516","left","12"
1,86,"cortex","Satb2","1","1517","left","12"
6,96,"cortex","Satb2","1","1518","left","12"
7,93,"cortex","Satb2","1","1521","left","12"
3,94,"cortex","Satb2","1","1522","left","12"
6,91,"cortex","Satb2","1","1523","left","12"
4,89,"cortex","Satb2","1","1524","left","12"
1,93,"cortex","Satb2","1","1525","left","12"
0,93,"cortex","Satb2","1","1526","left","12"
1,93,"cortex","Satb2","1","1527","left","12"
14,95,"cortex","Satb2","1","1528","left","12"
4,90,"cortex","Satb2","1","1529","left","12"
5,95,"cortex","Satb2","1","1531","left","12"
0,93,"cortex","Satb2","1","1532","left","12"
2,91,"cortex","Satb2","1","1537","left","12"
9,91,"cortex","Satb2","1","1538","left","12"
11,95,"cortex","Satb2","1","1539","left","12"
11,87,"cortex","Satb2","1","1540","left","12"
1,87,"cortex","Satb2","1","1541","left","12"
4,94,"cortex","Satb2","1","1542","left","12"
0,94,"cortex","Satb2","1","1543","left","12"
14,88,"cortex","Satb2","1","1545","left","12"
2,91,"cortex","Satb2","1","1547","left","12"
11,90,"cortex","Satb2","1","1548","left","12"
10,88,"cortex","Satb2","1","1550","left","12"
4,92,"cortex","Satb2","1","1551","left","12"
10,92,"cortex","Satb2","1","1553","left","12"
3,87,"cortex","Satb2","1","1554","left","12"
8,86,"cortex","Satb2","1","1555","left","12"
6,86,"cortex","Satb2","1","1556","left","12"
0,90,"cortex","Satb2","1","1557","left","12"
6,89,"cortex","Satb2","1","1559","left","12"
10,88,"cortex","Satb2","1","1560","left","12"
8,83,"cortex","Satb2","1","1564","left","12"
0,87,"cortex","Satb2","1","1566","left","12"
10,82,"cortex","Satb2","1","1567","left","12"
2,85,"cortex","Satb2","1","1568","left","12"
0,86,"cortex","Satb2","1","1570","left","12"
2,89,"cortex","Satb2","1","1571","left","12"
2,87,"cortex","Satb2","1","1573","left","12"
2,82,"cortex","Satb2","1","1574","left","12"
1,82,"cortex","Satb2","1","1575","left","12"
3,86,"cortex","Satb2","1","1576","left","12"
2,88,"cortex","Satb2","1","1577","left","12"
0,82,"cortex","Satb2","1","1578","left","12"
12,83,"cortex","Satb2","1","1579","left","12"
12,84,"cortex","Satb2","1","1580","left","12"
20,82,"cortex","Satb2","1","1581","left","12"
16,87,"cortex","Satb2","1","1585","left","12"
1,87,"cortex","Satb2","1","1588","left","12"
6,81,"cortex","Satb2","1","1590","left","12"
2,86,"cortex","Satb2","1","1591","left","12"
3,80,"cortex","Satb2","1","1592","left","12"
8,82,"cortex","Satb2","1","1595","left","12"
1,83,"cortex","Satb2","1","1599","left","12"
16,81,"cortex","Satb2","1","1600","left","12"
2,85,"cortex","Satb2","1","1601","left","12"
10,81,"cortex","Satb2","1","1603","left","12"
7,76,"cortex","Satb2","1","1605","left","12"
1,78,"cortex","Satb2","1","1606","left","12"
2,79,"cortex","Satb2","1","1607","left","12"
12,80,"cortex","Satb2","1","1608","left","12"
6,80,"cortex","Satb2","1","1609","left","12"
6,80,"cortex","Satb2","1","1612","left","12"
6,78,"cortex","Satb2","1","1613","left","12"
3,80,"cortex","Satb2","1","1615","left","12"
3,79,"cortex","Satb2","1","1616","left","12"
3,78,"cortex","Satb2","1","1620","left","12"
0,78,"cortex","Satb2","1","1621","left","12"
0,78,"cortex","Satb2","1","1623","left","12"
3,78,"cortex","Satb2","1","1625","left","12"
6,78,"cortex","Satb2","1","1627","left","12"
0,80,"cortex","Satb2","1","1628","left","12"
2,79,"cortex","Satb2","1","1629","left","12"
2,93,"cortex","Satb2","1","1631","left","12"
0,76,"cortex","Satb2","1","1633","left","12"
7,83,"cortex","Satb2","1","1638","left","12"
1,94,"cortex","Satb2","1","1639","left","12"
9,72,"cortex","Satb2","1","3793","left","12"
7,73,"cortex","Satb2","1","3795","left","12"
7,76,"cortex","Satb2","1","3797","left","12"
12,72,"cortex","Satb2","1","3799","left","12"
3,73,"cortex","Satb2","1","3800","left","12"
9,71,"cortex","Satb2","1","3803","left","12"
0,71,"cortex","Satb2","1","3804","left","12"
1,71,"cortex","Satb2","1","3807","left","12"
1,69,"cortex","Satb2","1","3811","left","12"
2,71,"cortex","Satb2","1","3813","left","12"
6,71,"cortex","Satb2","1","3816","left","12"
10,73,"cortex","Satb2","1","3819","left","12"
6,69,"cortex","Satb2","1","3820","left","12"
7,71,"cortex","Satb2","1","3821","left","12"
0,68,"cortex","Satb2","1","3825","left","12"
6,70,"cortex","Satb2","1","3827","left","12"
1,75,"cortex","Satb2","1","3828","left","12"
7,71,"cortex","Satb2","1","3829","left","12"
4,69,"cortex","Satb2","1","3831","left","12"
6,68,"cortex","Satb2","1","3832","left","12"
9,68,"cortex","Satb2","1","3834","left","12"
1,68,"cortex","Satb2","1","3836","left","12"
3,67,"cortex","Satb2","1","3838","left","12"
2,67,"cortex","Satb2","1","3840","left","12"
8,67,"cortex","Satb2","1","3841","left","12"
6,66,"cortex","Satb2","1","3845","left","12"
9,66,"cortex","Satb2","1","3846","left","12"
14,67,"cortex","Satb2","1","3847","left","12"
1,66,"cortex","Satb2","1","3848","left","12"
11,64,"cortex","Satb2","1","3851","left","12"
6,65,"cortex","Satb2","1","3852","left","12"
10,63,"cortex","Satb2","1","3855","left","12"
4,63,"cortex","Satb2","1","3859","left","12"
7,63,"cortex","Satb2","1","3861","left","12"
5,61,"cortex","Satb2","1","3862","left","12"
1,61,"cortex","Satb2","1","3863","left","12"
5,62,"cortex","Satb2","1","3866","left","12"
1,62,"cortex","Satb2","1","3868","left","12"
13,60,"cortex","Satb2","1","3870","left","12"
0,62,"cortex","Satb2","1","3871","left","12"
16,60,"cortex","Satb2","1","3873","left","12"
10,60,"cortex","Satb2","1","3874","left","12"
1,60,"cortex","Satb2","1","3876","left","12"
2,60,"cortex","Satb2","1","3877","left","12"
3,61,"cortex","Satb2","1","3879","left","12"
0,59,"cortex","Satb2","1","3881","left","12"
0,59,"cortex","Satb2","1","3882","left","12"
3,59,"cortex","Satb2","1","3883","left","12"
6,59,"cortex","Satb2","1","3884","left","12"
4,58,"cortex","Satb2","1","3885","left","12"
4,58,"cortex","Satb2","1","3886","left","12"
6,59,"cortex","Satb2","1","3887","left","12"
14,58,"cortex","Satb2","1","3890","left","12"
10,56,"cortex","Satb2","1","3891","left","12"
2,58,"cortex","Satb2","1","3893","left","12"
0,58,"cortex","Satb2","1","3894","left","12"
2,56,"cortex","Satb2","1","3897","left","12"
1,56,"cortex","Satb2","1","3898","left","12"
4,57,"cortex","Satb2","1","3899","left","12"
13,56,"cortex","Satb2","1","3900","left","12"
11,57,"cortex","Satb2","1","3902","left","12"
4,55,"cortex","Satb2","1","3903","left","12"
6,57,"cortex","Satb2","1","3906","left","12"
0,54,"cortex","Satb2","1","3907","left","12"
7,55,"cortex","Satb2","1","3909","left","12"
3,55,"cortex","Satb2","1","3910","left","12"
3,55,"cortex","Satb2","1","3912","left","12"
0,55,"cortex","Satb2","1","3914","left","12"
0,54,"cortex","Satb2","1","3916","left","12"
0,54,"cortex","Satb2","1","3917","left","12"
1,55,"cortex","Satb2","1","3918","left","12"
3,55,"cortex","Satb2","1","3921","left","12"
3,54,"cortex","Satb2","1","3922","left","12"
1,52,"cortex","Satb2","1","3924","left","12"
17,54,"cortex","Satb2","1","3925","left","12"
3,53,"cortex","Satb2","1","3926","left","12"
0,53,"cortex","Satb2","1","3927","left","12"
6,53,"cortex","Satb2","1","3929","left","12"
8,52,"cortex","Satb2","1","3930","left","12"
1,52,"cortex","Satb2","1","3931","left","12"
1,52,"cortex","Satb2","1","3932","left","12"
3,51,"cortex","Satb2","1","3936","left","12"
6,52,"cortex","Satb2","1","3938","left","12"
4,52,"cortex","Satb2","1","3940","left","12"
1,51,"cortex","Satb2","1","3942","left","12"
4,51,"cortex","Satb2","1","3945","left","12"
11,50,"cortex","Satb2","1","3950","left","12"
1,51,"cortex","Satb2","1","3951","left","12"
16,50,"cortex","Satb2","1","3955","left","12"
6,49,"cortex","Satb2","1","3956","left","12"
4,50,"cortex","Satb2","1","3957","left","12"
2,49,"cortex","Satb2","1","3958","left","12"
4,50,"cortex","Satb2","1","3959","left","12"
2,49,"cortex","Satb2","1","3961","left","12"
2,49,"cortex","Satb2","1","3964","left","12"
0,48,"cortex","Satb2","1","3967","left","12"
1,48,"cortex","Satb2","1","3968","left","12"
8,49,"cortex","Satb2","1","3969","left","12"
1,48,"cortex","Satb2","1","3970","left","12"
0,48,"cortex","Satb2","1","3971","left","12"
0,48,"cortex","Satb2","1","3974","left","12"
2,47,"cortex","Satb2","1","3975","left","12"
1,47,"cortex","Satb2","1","3976","left","12"
0,48,"cortex","Satb2","1","3977","left","12"
1,47,"cortex","Satb2","1","3978","left","12"
4,48,"cortex","Satb2","1","3980","left","12"
4,47,"cortex","Satb2","1","3984","left","12"
1,47,"cortex","Satb2","1","3987","left","12"
1,46,"cortex","Satb2","1","3990","left","12"
0,46,"cortex","Satb2","1","3991","left","12"
1,46,"cortex","Satb2","1","3993","left","12"
1,46,"cortex","Satb2","1","3994","left","12"
6,52,"cortex","Satb2","1","3996","left","12"
1,48,"cortex","Satb2","1","3998","left","12"
4,47,"cortex","Satb2","1","3999","left","12"
9,72,"cortex","Satb2","1","4000","left","12"
0,71,"cortex","Satb2","1","4001","left","12"
0,72,"cortex","Satb2","1","4002","left","12"
0,72,"cortex","Satb2","1","4003","left","12"
0,74,"cortex","Satb2","1","4004","left","12"
2,73,"cortex","Satb2","1","4005","left","12"
3,72,"cortex","Satb2","1","4006","left","12"
2,68,"cortex","Satb2","1","4007","left","12"
2,71,"cortex","Satb2","1","4008","left","12"
1,73,"cortex","Satb2","1","4009","left","12"
0,70,"cortex","Satb2","1","4010","left","12"
7,73,"cortex","Satb2","1","4011","left","12"
2,72,"cortex","Satb2","1","4012","left","12"
7,72,"cortex","Satb2","1","4013","left","12"
11,69,"cortex","Satb2","1","4014","left","12"
4,70,"cortex","Satb2","1","4015","left","12"
1,70,"cortex","Satb2","1","4016","left","12"
3,72,"cortex","Satb2","1","4017","left","12"
6,70,"cortex","Satb2","1","4018","left","12"
9,67,"cortex","Satb2","1","4019","left","12"
4,68,"cortex","Satb2","1","4020","left","12"
3,71,"cortex","Satb2","1","4021","left","12"
4,69,"cortex","Satb2","1","4022","left","12"
9,71,"cortex","Satb2","1","4023","left","12"
0,71,"cortex","Satb2","1","4024","left","12"
1,68,"cortex","Satb2","1","4025","left","12"
2,70,"cortex","Satb2","1","4026","left","12"
1,70,"cortex","Satb2","1","4027","left","12"
0,70,"cortex","Satb2","1","4028","left","12"
7,71,"cortex","Satb2","1","4029","left","12"
4,67,"cortex","Satb2","1","4030","left","12"
4,66,"cortex","Satb2","1","4031","left","12"
4,66,"cortex","Satb2","1","4032","left","12"
3,69,"cortex","Satb2","1","4033","left","12"
10,67,"cortex","Satb2","1","4034","left","12"
11,68,"cortex","Satb2","1","4035","left","12"
1,70,"cortex","Satb2","1","4036","left","12"
2,69,"cortex","Satb2","1","4037","left","12"
3,69,"cortex","Satb2","1","4038","left","12"
5,68,"cortex","Satb2","1","4039","left","12"
10,67,"cortex","Satb2","1","4040","left","12"
4,69,"cortex","Satb2","1","4041","left","12"
6,67,"cortex","Satb2","1","4042","left","12"
2,67,"cortex","Satb2","1","4043","left","12"
5,66,"cortex","Satb2","1","4044","left","12"
4,65,"cortex","Satb2","1","4045","left","12"
6,66,"cortex","Satb2","1","4046","left","12"
2,69,"cortex","Satb2","1","4047","left","12"
0,68,"cortex","Satb2","1","4048","left","12"
0,65,"cortex","Satb2","1","4049","left","12"
0,67,"cortex","Satb2","1","4050","left","12"
1,68,"cortex","Satb2","1","4051","left","12"
2,67,"cortex","Satb2","1","4052","left","12"
0,67,"cortex","Satb2","1","4053","left","12"
4,67,"cortex","Satb2","1","4054","left","12"
1,66,"cortex","Satb2","1","4055","left","12"
1,66,"cortex","Satb2","1","4056","left","12"
7,64,"cortex","Satb2","1","4057","left","12"
11,67,"cortex","Satb2","1","4058","left","12"
8,65,"cortex","Satb2","1","4059","left","12"
1,65,"cortex","Satb2","1","4060","left","12"
3,65,"cortex","Satb2","1","4061","left","12"
5,64,"cortex","Satb2","1","4062","left","12"
16,66,"cortex","Satb2","1","4063","left","12"
1,63,"cortex","Satb2","1","4064","left","12"
1,65,"cortex","Satb2","1","4065","left","12"
7,65,"cortex","Satb2","1","4066","left","12"
5,63,"cortex","Satb2","1","4067","left","12"
14,64,"cortex","Satb2","1","4068","left","12"
2,65,"cortex","Satb2","1","4069","left","12"
2,62,"cortex","Satb2","1","4070","left","12"
1,64,"cortex","Satb2","1","4071","left","12"
2,63,"cortex","Satb2","1","4072","left","12"
2,64,"cortex","Satb2","1","4073","left","12"
1,65,"cortex","Satb2","1","4074","left","12"
4,64,"cortex","Satb2","1","4075","left","12"
1,64,"cortex","Satb2","1","4076","left","12"
4,64,"cortex","Satb2","1","4077","left","12"
7,63,"cortex","Satb2","1","4078","left","12"
1,63,"cortex","Satb2","1","4079","left","12"
4,63,"cortex","Satb2","1","4080","left","12"
1,63,"cortex","Satb2","1","4081","left","12"
3,61,"cortex","Satb2","1","4082","left","12"
11,63,"cortex","Satb2","1","4083","left","12"
2,62,"cortex","Satb2","1","4084","left","12"
1,64,"cortex","Satb2","1","4085","left","12"
2,62,"cortex","Satb2","1","4086","left","12"
12,62,"cortex","Satb2","1","4087","left","12"
5,63,"cortex","Satb2","1","4088","left","12"
2,63,"cortex","Satb2","1","4089","left","12"
3,61,"cortex","Satb2","1","4090","left","12"
0,63,"cortex","Satb2","1","4091","left","12"
11,61,"cortex","Satb2","1","4092","left","12"
6,61,"cortex","Satb2","1","4093","left","12"
8,63,"cortex","Satb2","1","4094","left","12"
3,62,"cortex","Satb2","1","4095","left","12"
0,61,"cortex","Satb2","1","4096","left","12"
7,59,"cortex","Satb2","1","4097","left","12"
0,59,"cortex","Satb2","1","4098","left","12"
0,61,"cortex","Satb2","1","4099","left","12"
4,60,"cortex","Satb2","1","4100","left","12"
10,60,"cortex","Satb2","1","4101","left","12"
0,60,"cortex","Satb2","1","4102","left","12"
5,60,"cortex","Satb2","1","4103","left","12"
10,60,"cortex","Satb2","1","4104","left","12"
10,60,"cortex","Satb2","1","4105","left","12"
6,62,"cortex","Satb2","1","4106","left","12"
11,60,"cortex","Satb2","1","4107","left","12"
5,59,"cortex","Satb2","1","4108","left","12"
3,60,"cortex","Satb2","1","4109","left","12"
1,58,"cortex","Satb2","1","4110","left","12"
7,59,"cortex","Satb2","1","4111","left","12"
11,59,"cortex","Satb2","1","4112","left","12"
8,59,"cortex","Satb2","1","4113","left","12"
4,60,"cortex","Satb2","1","4114","left","12"
1,59,"cortex","Satb2","1","4115","left","12"
9,58,"cortex","Satb2","1","4116","left","12"
3,57,"cortex","Satb2","1","4117","left","12"
4,58,"cortex","Satb2","1","4118","left","12"
13,58,"cortex","Satb2","1","4119","left","12"
9,57,"cortex","Satb2","1","4120","left","12"
1,59,"cortex","Satb2","1","4121","left","12"
6,57,"cortex","Satb2","1","4122","left","12"
3,57,"cortex","Satb2","1","4123","left","12"
8,58,"cortex","Satb2","1","4124","left","12"
1,58,"cortex","Satb2","1","4125","left","12"
8,58,"cortex","Satb2","1","4126","left","12"
14,56,"cortex","Satb2","1","4127","left","12"
11,56,"cortex","Satb2","1","4128","left","12"
2,56,"cortex","Satb2","1","4129","left","12"
1,58,"cortex","Satb2","1","4130","left","12"
2,56,"cortex","Satb2","1","4131","left","12"
8,56,"cortex","Satb2","1","4132","left","12"
2,57,"cortex","Satb2","1","4133","left","12"
9,57,"cortex","Satb2","1","4134","left","12"
1,56,"cortex","Satb2","1","4135","left","12"
0,56,"cortex","Satb2","1","4136","left","12"
3,55,"cortex","Satb2","1","4137","left","12"
12,55,"cortex","Satb2","1","4138","left","12"
1,57,"cortex","Satb2","1","4139","left","12"
1,57,"cortex","Satb2","1","4140","left","12"
1,56,"cortex","Satb2","1","4141","left","12"
2,55,"cortex","Satb2","1","4142","left","12"
1,56,"cortex","Satb2","1","4143","left","12"
5,55,"cortex","Satb2","1","4144","left","12"
3,53,"cortex","Satb2","1","4145","left","12"
3,55,"cortex","Satb2","1","4146","left","12"
1,54,"cortex","Satb2","1","4147","left","12"
0,54,"cortex","Satb2","1","4148","left","12"
1,54,"cortex","Satb2","1","4149","left","12"
2,53,"cortex","Satb2","1","4150","left","12"
2,53,"cortex","Satb2","1","4151","left","12"
1,54,"cortex","Satb2","1","4152","left","12"
4,54,"cortex","Satb2","1","4153","left","12"
0,54,"cortex","Satb2","1","4154","left","12"
1,53,"cortex","Satb2","1","4155","left","12"
0,53,"cortex","Satb2","1","4156","left","12"
8,53,"cortex","Satb2","1","4157","left","12"
4,54,"cortex","Satb2","1","4158","left","12"
0,53,"cortex","Satb2","1","4159","left","12"
0,53,"cortex","Satb2","1","4160","left","12"
8,52,"cortex","Satb2","1","4161","left","12"
0,52,"cortex","Satb2","1","4162","left","12"
0,53,"cortex","Satb2","1","4163","left","12"
1,53,"cortex","Satb2","1","4164","left","12"
1,53,"cortex","Satb2","1","4165","left","12"
0,52,"cortex","Satb2","1","4166","left","12"
1,52,"cortex","Satb2","1","4167","left","12"
1,52,"cortex","Satb2","1","4168","left","12"
8,51,"cortex","Satb2","1","4169","left","12"
0,51,"cortex","Satb2","1","4170","left","12"
0,52,"cortex","Satb2","1","4171","left","12"
3,52,"cortex","Satb2","1","4172","left","12"
3,51,"cortex","Satb2","1","4173","left","12"
0,52,"cortex","Satb2","1","4174","left","12"
10,52,"cortex","Satb2","1","4175","left","12"
2,52,"cortex","Satb2","1","4176","left","12"
1,51,"cortex","Satb2","1","4177","left","12"
0,51,"cortex","Satb2","1","4178","left","12"
15,51,"cortex","Satb2","1","4179","left","12"
2,51,"cortex","Satb2","1","4180","left","12"
1,50,"cortex","Satb2","1","4181","left","12"
1,51,"cortex","Satb2","1","4182","left","12"
2,50,"cortex","Satb2","1","4183","left","12"
1,51,"cortex","Satb2","1","4184","left","12"
6,50,"cortex","Satb2","1","4185","left","12"
8,50,"cortex","Satb2","1","4186","left","12"
0,50,"cortex","Satb2","1","4187","left","12"
0,51,"cortex","Satb2","1","4188","left","12"
2,51,"cortex","Satb2","1","4189","left","12"
1,50,"cortex","Satb2","1","4190","left","12"
9,49,"cortex","Satb2","1","4191","left","12"
7,49,"cortex","Satb2","1","4192","left","12"
0,49,"cortex","Satb2","1","4193","left","12"
0,50,"cortex","Satb2","1","4194","left","12"
1,49,"cortex","Satb2","1","4195","left","12"
12,48,"cortex","Satb2","1","4196","left","12"
2,49,"cortex","Satb2","1","4197","left","12"
22,48,"cortex","Satb2","1","4198","left","12"
22,49,"cortex","Satb2","1","4199","left","12"
1,49,"cortex","Satb2","1","4200","left","12"
6,48,"cortex","Satb2","1","4201","left","12"
1,48,"cortex","Satb2","1","4202","left","12"
1,48,"cortex","Satb2","1","4203","left","12"
2,47,"cortex","Satb2","1","4204","left","12"
14,47,"cortex","Satb2","1","4205","left","12"
0,47,"cortex","Satb2","1","4206","left","12"
2,47,"cortex","Satb2","1","4207","left","12"
0,47,"cortex","Satb2","1","4208","left","12"
5,73,"cortex","Satb2","1","4209","left","12"
11,67,"cortex","Satb2","1","4210","left","12"
4,66,"cortex","Satb2","1","4211","left","12"
0,53,"cortex","Satb2","1","4212","left","12"
0,52,"cortex","Satb2","1","4213","left","12"
0,52,"cortex","Satb2","1","4214","left","12"
1,49,"cortex","Satb2","1","4215","left","12"
1,74,"cortex","Satb2","1","4216","left","12"
0,75,"cortex","Satb2","1","4217","left","12"
0,74,"cortex","Satb2","1","4218","left","12"
8,78,"cortex","Satb2","1","4219","left","12"
6,77,"cortex","Satb2","1","4220","left","12"
12,72,"cortex","Satb2","1","4221","left","12"
5,74,"cortex","Satb2","1","4222","left","12"
4,80,"cortex","Satb2","1","4223","left","12"
0,74,"cortex","Satb2","1","4224","left","12"
7,72,"cortex","Satb2","1","4225","left","12"
3,73,"cortex","Satb2","1","4226","left","12"
2,75,"cortex","Satb2","1","4227","left","12"
1,70,"cortex","Satb2","1","4228","left","12"
2,72,"cortex","Satb2","1","4229","left","12"
8,71,"cortex","Satb2","1","4230","left","12"
2,73,"cortex","Satb2","1","4231","left","12"
1,69,"cortex","Satb2","1","4232","left","12"
1,67,"cortex","Satb2","1","4233","left","12"
3,71,"cortex","Satb2","1","4234","left","12"
4,69,"cortex","Satb2","1","4235","left","12"
8,67,"cortex","Satb2","1","4236","left","12"
4,74,"cortex","Satb2","1","4237","left","12"
2,70,"cortex","Satb2","1","4238","left","12"
0,68,"cortex","Satb2","1","4239","left","12"
5,72,"cortex","Satb2","1","4240","left","12"
2,71,"cortex","Satb2","1","4241","left","12"
0,69,"cortex","Satb2","1","4242","left","12"
7,68,"cortex","Satb2","1","4243","left","12"
4,67,"cortex","Satb2","1","4244","left","12"
3,70,"cortex","Satb2","1","4245","left","12"
0,69,"cortex","Satb2","1","4246","left","12"
2,69,"cortex","Satb2","1","4247","left","12"
6,67,"cortex","Satb2","1","4248","left","12"
1,67,"cortex","Satb2","1","4249","left","12"
0,70,"cortex","Satb2","1","4250","left","12"
3,74,"cortex","Satb2","1","4251","left","12"
1,69,"cortex","Satb2","1","4252","left","12"
3,67,"cortex","Satb2","1","4253","left","12"
0,69,"cortex","Satb2","1","4254","left","12"
0,68,"cortex","Satb2","1","4255","left","12"
2,66,"cortex","Satb2","1","4256","left","12"
0,68,"cortex","Satb2","1","4257","left","12"
6,70,"cortex","Satb2","1","4258","left","12"
1,65,"cortex","Satb2","1","4259","left","12"
7,70,"cortex","Satb2","1","4260","left","12"
1,66,"cortex","Satb2","1","4261","left","12"
2,68,"cortex","Satb2","1","4262","left","12"
9,66,"cortex","Satb2","1","4263","left","12"
7,65,"cortex","Satb2","1","4264","left","12"
3,66,"cortex","Satb2","1","4265","left","12"
4,67,"cortex","Satb2","1","4266","left","12"
3,64,"cortex","Satb2","1","4267","left","12"
1,65,"cortex","Satb2","1","4268","left","12"
4,71,"cortex","Satb2","1","4269","left","12"
2,63,"cortex","Satb2","1","4270","left","12"
9,67,"cortex","Satb2","1","4271","left","12"
12,66,"cortex","Satb2","1","4272","left","12"
9,69,"cortex","Satb2","1","4273","left","12"
0,65,"cortex","Satb2","1","4274","left","12"
0,71,"cortex","Satb2","1","4275","left","12"
6,65,"cortex","Satb2","1","4276","left","12"
10,64,"cortex","Satb2","1","4277","left","12"
2,65,"cortex","Satb2","1","4278","left","12"
2,66,"cortex","Satb2","1","4279","left","12"
6,66,"cortex","Satb2","1","4280","left","12"
7,63,"cortex","Satb2","1","4281","left","12"
9,65,"cortex","Satb2","1","4282","left","12"
1,64,"cortex","Satb2","1","4283","left","12"
10,68,"cortex","Satb2","1","4284","left","12"
0,65,"cortex","Satb2","1","4285","left","12"
2,66,"cortex","Satb2","1","4286","left","12"
2,64,"cortex","Satb2","1","4287","left","12"
0,66,"cortex","Satb2","1","4288","left","12"
12,64,"cortex","Satb2","1","4289","left","12"
0,62,"cortex","Satb2","1","4290","left","12"
8,64,"cortex","Satb2","1","4291","left","12"
8,61,"cortex","Satb2","1","4292","left","12"
2,63,"cortex","Satb2","1","4293","left","12"
2,62,"cortex","Satb2","1","4294","left","12"
2,64,"cortex","Satb2","1","4295","left","12"
0,63,"cortex","Satb2","1","4296","left","12"
9,60,"cortex","Satb2","1","4297","left","12"
4,67,"cortex","Satb2","1","4298","left","12"
19,63,"cortex","Satb2","1","4299","left","12"
1,65,"cortex","Satb2","1","4300","left","12"
0,61,"cortex","Satb2","1","4301","left","12"
0,61,"cortex","Satb2","1","4302","left","12"
5,61,"cortex","Satb2","1","4303","left","12"
14,61,"cortex","Satb2","1","4304","left","12"
1,64,"cortex","Satb2","1","4305","left","12"
13,61,"cortex","Satb2","1","4306","left","12"
0,62,"cortex","Satb2","1","4307","left","12"
3,62,"cortex","Satb2","1","4308","left","12"
0,60,"cortex","Satb2","1","4309","left","12"
0,61,"cortex","Satb2","1","4310","left","12"
4,62,"cortex","Satb2","1","4311","left","12"
1,64,"cortex","Satb2","1","4312","left","12"
6,61,"cortex","Satb2","1","4313","left","12"
1,62,"cortex","Satb2","1","4314","left","12"
0,59,"cortex","Satb2","1","4315","left","12"
1,61,"cortex","Satb2","1","4316","left","12"
2,62,"cortex","Satb2","1","4317","left","12"
6,59,"cortex","Satb2","1","4318","left","12"
3,60,"cortex","Satb2","1","4319","left","12"
0,61,"cortex","Satb2","1","4320","left","12"
5,58,"cortex","Satb2","1","4321","left","12"
5,64,"cortex","Satb2","1","4322","left","12"
1,60,"cortex","Satb2","1","4323","left","12"
11,60,"cortex","Satb2","1","4324","left","12"
4,60,"cortex","Satb2","1","4325","left","12"
2,60,"cortex","Satb2","1","4326","left","12"
8,60,"cortex","Satb2","1","4327","left","12"
8,57,"cortex","Satb2","1","4328","left","12"
1,58,"cortex","Satb2","1","4329","left","12"
6,58,"cortex","Satb2","1","4330","left","12"
4,58,"cortex","Satb2","1","4331","left","12"
13,58,"cortex","Satb2","1","4332","left","12"
1,59,"cortex","Satb2","1","4333","left","12"
15,59,"cortex","Satb2","1","4334","left","12"
4,60,"cortex","Satb2","1","4335","left","12"
