"count","bin","cortex","gene","mouse","cell_num","hemisphere","age"
0,11,"cortex","Bcl11b","2","10036","right","18"
0,8,"cortex","Bcl11b","2","10037","right","18"
1,10,"cortex","Bcl11b","2","10039","right","18"
0,11,"cortex","Bcl11b","2","10041","right","18"
0,5,"cortex","Bcl11b","2","10042","right","18"
1,9,"cortex","Bcl11b","2","10044","right","18"
3,6,"cortex","Bcl11b","2","10045","right","18"
2,9,"cortex","Bcl11b","2","10049","right","18"
3,4,"cortex","Bcl11b","2","10050","right","18"
0,7,"cortex","Bcl11b","2","10053","right","18"
0,10,"cortex","Bcl11b","2","10056","right","18"
2,8,"cortex","Bcl11b","2","10057","right","18"
1,4,"cortex","Bcl11b","2","10059","right","18"
0,8,"cortex","Bcl11b","2","10060","right","18"
1,8,"cortex","Bcl11b","2","10061","right","18"
0,4,"cortex","Bcl11b","2","10063","right","18"
0,7,"cortex","Bcl11b","2","10069","right","18"
0,6,"cortex","Bcl11b","2","10071","right","18"
6,7,"cortex","Bcl11b","2","10073","right","18"
1,2,"cortex","Bcl11b","2","10075","right","18"
0,7,"cortex","Bcl11b","2","10076","right","18"
2,7,"cortex","Bcl11b","2","10078","right","18"
0,6,"cortex","Bcl11b","2","10079","right","18"
0,4,"cortex","Bcl11b","2","10082","right","18"
0,7,"cortex","Bcl11b","2","10083","right","18"
0,3,"cortex","Bcl11b","2","10085","right","18"
1,2,"cortex","Bcl11b","2","10086","right","18"
0,7,"cortex","Bcl11b","2","10088","right","18"
0,4,"cortex","Bcl11b","2","10089","right","18"
0,6,"cortex","Bcl11b","2","10091","right","18"
0,5,"cortex","Bcl11b","2","10094","right","18"
0,1,"cortex","Bcl11b","2","10095","right","18"
0,3,"cortex","Bcl11b","2","10096","right","18"
2,3,"cortex","Bcl11b","2","10097","right","18"
1,9,"cortex","Bcl11b","2","10099","right","18"
0,1,"cortex","Bcl11b","2","10103","right","18"
0,1,"cortex","Bcl11b","2","10105","right","18"
0,6,"cortex","Bcl11b","2","10106","right","18"
0,3,"cortex","Bcl11b","2","10109","right","18"
0,2,"cortex","Bcl11b","2","10110","right","18"
2,4,"cortex","Bcl11b","2","10112","right","18"
0,2,"cortex","Bcl11b","2","10115","right","18"
0,1,"cortex","Bcl11b","2","10117","right","18"
0,5,"cortex","Bcl11b","2","10122","right","18"
0,7,"cortex","Bcl11b","2","10123","right","18"
2,2,"cortex","Bcl11b","2","10127","right","18"
1,2,"cortex","Bcl11b","2","10131","right","18"
0,2,"cortex","Bcl11b","2","10136","right","18"
1,4,"cortex","Bcl11b","2","10138","right","18"
0,2,"cortex","Bcl11b","2","10143","right","18"
1,1,"cortex","Bcl11b","2","10145","right","18"
0,1,"cortex","Bcl11b","2","10152","right","18"
1,11,"cortex","Bcl11b","2","10287","right","18"
0,5,"cortex","Bcl11b","2","15150","right","18"
0,1,"cortex","Bcl11b","2","15151","right","18"
1,5,"cortex","Bcl11b","2","15155","right","18"
1,1,"cortex","Bcl11b","2","15156","right","18"
1,4,"cortex","Bcl11b","2","15158","right","18"
2,5,"cortex","Bcl11b","2","15159","right","18"
0,8,"cortex","Bcl11b","2","15160","right","18"
0,4,"cortex","Bcl11b","2","15161","right","18"
3,4,"cortex","Bcl11b","2","15165","right","18"
2,2,"cortex","Bcl11b","2","15167","right","18"
0,3,"cortex","Bcl11b","2","15168","right","18"
2,6,"cortex","Bcl11b","2","15169","right","18"
0,8,"cortex","Bcl11b","2","15170","right","18"
1,2,"cortex","Bcl11b","2","15171","right","18"
0,4,"cortex","Bcl11b","2","15173","right","18"
0,3,"cortex","Bcl11b","2","15174","right","18"
2,2,"cortex","Bcl11b","2","15178","right","18"
0,6,"cortex","Bcl11b","2","15180","right","18"
1,2,"cortex","Bcl11b","2","15186","right","18"
3,2,"cortex","Bcl11b","2","15187","right","18"
0,5,"cortex","Bcl11b","2","15188","right","18"
1,2,"cortex","Bcl11b","2","15189","right","18"
1,1,"cortex","Bcl11b","2","15191","right","18"
1,3,"cortex","Bcl11b","2","15198","right","18"
2,2,"cortex","Bcl11b","2","15202","right","18"
2,3,"cortex","Bcl11b","2","15354","right","18"
1,3,"cortex","Bcl11b","2","210318","left","18"
1,6,"cortex","Bcl11b","2","210332","left","18"
0,1,"cortex","Bcl11b","2","210345","left","18"
1,2,"cortex","Bcl11b","2","210537","left","18"
0,2,"cortex","Bcl11b","2","210538","left","18"
2,2,"cortex","Bcl11b","2","210546","left","18"
0,1,"cortex","Bcl11b","2","210551","left","18"
1,5,"cortex","Bcl11b","2","210553","left","18"
0,5,"cortex","Bcl11b","2","210554","left","18"
0,2,"cortex","Bcl11b","2","210555","left","18"
0,2,"cortex","Bcl11b","2","210556","left","18"
3,1,"cortex","Bcl11b","2","210557","left","18"
5,4,"cortex","Bcl11b","2","210558","left","18"
1,2,"cortex","Bcl11b","2","210562","left","18"
0,1,"cortex","Bcl11b","2","210565","left","18"
2,5,"cortex","Bcl11b","2","210568","left","18"
0,6,"cortex","Bcl11b","2","210569","left","18"
0,2,"cortex","Bcl11b","2","210570","left","18"
0,6,"cortex","Bcl11b","2","210571","left","18"
1,7,"cortex","Bcl11b","2","210572","left","18"
2,4,"cortex","Bcl11b","2","210573","left","18"
0,1,"cortex","Bcl11b","2","210574","left","18"
0,3,"cortex","Bcl11b","2","210575","left","18"
0,3,"cortex","Bcl11b","2","210576","left","18"
1,3,"cortex","Bcl11b","2","210578","left","18"
0,4,"cortex","Bcl11b","2","210579","left","18"
2,3,"cortex","Bcl11b","2","210580","left","18"
2,1,"cortex","Bcl11b","2","210590","left","18"
0,3,"cortex","Bcl11b","2","210591","left","18"
0,2,"cortex","Bcl11b","2","210592","left","18"
1,1,"cortex","Bcl11b","2","210788","left","18"
2,1,"cortex","Bcl11b","2","210802","left","18"
0,1,"cortex","Bcl11b","2","210806","left","18"
0,1,"cortex","Bcl11b","2","210807","left","18"
0,2,"cortex","Bcl11b","2","210811","left","18"
1,2,"cortex","Bcl11b","2","210812","left","18"
3,2,"cortex","Bcl11b","2","210813","left","18"
0,3,"cortex","Bcl11b","2","210814","left","18"
0,1,"cortex","Bcl11b","2","210815","left","18"
0,1,"cortex","Bcl11b","2","210816","left","18"
0,1,"cortex","Bcl11b","2","210817","left","18"
1,2,"cortex","Bcl11b","2","210818","left","18"
2,1,"cortex","Bcl11b","2","210819","left","18"
0,1,"cortex","Bcl11b","2","210820","left","18"
1,3,"cortex","Bcl11b","2","210821","left","18"
0,4,"cortex","Bcl11b","2","210828","left","18"
0,2,"cortex","Bcl11b","2","211054","left","18"
0,6,"cortex","Bcl11b","2","215415","left","18"
0,1,"cortex","Bcl11b","2","215419","left","18"
2,1,"cortex","Bcl11b","2","215421","left","18"
1,7,"cortex","Bcl11b","2","215422","left","18"
0,5,"cortex","Bcl11b","2","215425","left","18"
0,7,"cortex","Bcl11b","2","215452","left","18"
1,11,"cortex","Bcl11b","2","215456","left","18"
2,7,"cortex","Bcl11b","2","215459","left","18"
2,12,"cortex","Bcl11b","2","215460","left","18"
0,8,"cortex","Bcl11b","2","215461","left","18"
0,14,"cortex","Bcl11b","2","215472","left","18"
1,8,"cortex","Bcl11b","2","215474","left","18"
0,10,"cortex","Bcl11b","2","215477","left","18"
0,9,"cortex","Bcl11b","2","215480","left","18"
0,10,"cortex","Bcl11b","2","215481","left","18"
3,10,"cortex","Bcl11b","2","215485","left","18"
0,11,"cortex","Bcl11b","2","215486","left","18"
0,16,"cortex","Bcl11b","2","215487","left","18"
0,16,"cortex","Bcl11b","2","215491","left","18"
0,12,"cortex","Bcl11b","2","215494","left","18"
1,16,"cortex","Bcl11b","2","215496","left","18"
2,12,"cortex","Bcl11b","2","215498","left","18"
0,13,"cortex","Bcl11b","2","215501","left","18"
0,13,"cortex","Bcl11b","2","215503","left","18"
0,15,"cortex","Bcl11b","2","215504","left","18"
0,18,"cortex","Bcl11b","2","215506","left","18"
0,17,"cortex","Bcl11b","2","215509","left","18"
0,19,"cortex","Bcl11b","2","215516","left","18"
0,19,"cortex","Bcl11b","2","215521","left","18"
1,16,"cortex","Bcl11b","2","215523","left","18"
1,19,"cortex","Bcl11b","2","215524","left","18"
1,17,"cortex","Bcl11b","2","215525","left","18"
0,21,"cortex","Bcl11b","2","215527","left","18"
0,20,"cortex","Bcl11b","2","215528","left","18"
0,16,"cortex","Bcl11b","2","215530","left","18"
0,17,"cortex","Bcl11b","2","215534","left","18"
0,22,"cortex","Bcl11b","2","215535","left","18"
1,18,"cortex","Bcl11b","2","215538","left","18"
0,20,"cortex","Bcl11b","2","215539","left","18"
0,22,"cortex","Bcl11b","2","215540","left","18"
1,19,"cortex","Bcl11b","2","215543","left","18"
0,19,"cortex","Bcl11b","2","215544","left","18"
1,20,"cortex","Bcl11b","2","215548","left","18"
0,20,"cortex","Bcl11b","2","215549","left","18"
0,24,"cortex","Bcl11b","2","215551","left","18"
1,21,"cortex","Bcl11b","2","215553","left","18"
0,21,"cortex","Bcl11b","2","215554","left","18"
2,22,"cortex","Bcl11b","2","215555","left","18"
0,24,"cortex","Bcl11b","2","215556","left","18"
1,21,"cortex","Bcl11b","2","215557","left","18"
0,21,"cortex","Bcl11b","2","215558","left","18"
1,23,"cortex","Bcl11b","2","215559","left","18"
0,26,"cortex","Bcl11b","2","215563","left","18"
1,25,"cortex","Bcl11b","2","215568","left","18"
0,22,"cortex","Bcl11b","2","215569","left","18"
0,23,"cortex","Bcl11b","2","215571","left","18"
0,27,"cortex","Bcl11b","2","215573","left","18"
0,23,"cortex","Bcl11b","2","215574","left","18"
0,26,"cortex","Bcl11b","2","215575","left","18"
1,23,"cortex","Bcl11b","2","215576","left","18"
1,25,"cortex","Bcl11b","2","215580","left","18"
1,24,"cortex","Bcl11b","2","215582","left","18"
0,26,"cortex","Bcl11b","2","215583","left","18"
0,26,"cortex","Bcl11b","2","215586","left","18"
0,27,"cortex","Bcl11b","2","215588","left","18"
0,24,"cortex","Bcl11b","2","215589","left","18"
1,26,"cortex","Bcl11b","2","215593","left","18"
0,28,"cortex","Bcl11b","2","215594","left","18"
0,28,"cortex","Bcl11b","2","215596","left","18"
0,26,"cortex","Bcl11b","2","215599","left","18"
0,29,"cortex","Bcl11b","2","215601","left","18"
1,29,"cortex","Bcl11b","2","215602","left","18"
0,29,"cortex","Bcl11b","2","215604","left","18"
0,29,"cortex","Bcl11b","2","215606","left","18"
1,30,"cortex","Bcl11b","2","215609","left","18"
1,31,"cortex","Bcl11b","2","215610","left","18"
0,29,"cortex","Bcl11b","2","215611","left","18"
1,29,"cortex","Bcl11b","2","215612","left","18"
0,29,"cortex","Bcl11b","2","215613","left","18"
0,31,"cortex","Bcl11b","2","215614","left","18"
1,32,"cortex","Bcl11b","2","215617","left","18"
2,32,"cortex","Bcl11b","2","215618","left","18"
0,6,"cortex","Bcl11b","2","215623","left","18"
0,17,"cortex","Bcl11b","2","215624","left","18"
0,1,"cortex","Bcl11b","2","215628","left","18"
0,8,"cortex","Bcl11b","2","215629","left","18"
0,3,"cortex","Bcl11b","2","215630","left","18"
6,5,"cortex","Bcl11b","2","215631","left","18"
1,2,"cortex","Bcl11b","2","215632","left","18"
1,5,"cortex","Bcl11b","2","215633","left","18"
1,1,"cortex","Bcl11b","2","215634","left","18"
0,7,"cortex","Bcl11b","2","215635","left","18"
1,2,"cortex","Bcl11b","2","215636","left","18"
3,1,"cortex","Bcl11b","2","215637","left","18"
0,6,"cortex","Bcl11b","2","215638","left","18"
1,3,"cortex","Bcl11b","2","215639","left","18"
0,4,"cortex","Bcl11b","2","215640","left","18"
1,1,"cortex","Bcl11b","2","215641","left","18"
0,4,"cortex","Bcl11b","2","215642","left","18"
0,3,"cortex","Bcl11b","2","215643","left","18"
1,5,"cortex","Bcl11b","2","215644","left","18"
0,5,"cortex","Bcl11b","2","215645","left","18"
0,7,"cortex","Bcl11b","2","215646","left","18"
0,4,"cortex","Bcl11b","2","215647","left","18"
0,3,"cortex","Bcl11b","2","215648","left","18"
3,4,"cortex","Bcl11b","2","215649","left","18"
1,2,"cortex","Bcl11b","2","215650","left","18"
3,2,"cortex","Bcl11b","2","215651","left","18"
0,3,"cortex","Bcl11b","2","215652","left","18"
0,5,"cortex","Bcl11b","2","215653","left","18"
4,6,"cortex","Bcl11b","2","215654","left","18"
0,6,"cortex","Bcl11b","2","215655","left","18"
2,6,"cortex","Bcl11b","2","215656","left","18"
0,4,"cortex","Bcl11b","2","215657","left","18"
0,6,"cortex","Bcl11b","2","215658","left","18"
1,6,"cortex","Bcl11b","2","215659","left","18"
0,7,"cortex","Bcl11b","2","215660","left","18"
0,4,"cortex","Bcl11b","2","215661","left","18"
1,3,"cortex","Bcl11b","2","215662","left","18"
1,7,"cortex","Bcl11b","2","215663","left","18"
1,5,"cortex","Bcl11b","2","215664","left","18"
2,5,"cortex","Bcl11b","2","215665","left","18"
0,6,"cortex","Bcl11b","2","215666","left","18"
1,9,"cortex","Bcl11b","2","215667","left","18"
1,4,"cortex","Bcl11b","2","215668","left","18"
1,4,"cortex","Bcl11b","2","215669","left","18"
1,11,"cortex","Bcl11b","2","215670","left","18"
1,9,"cortex","Bcl11b","2","215671","left","18"
0,7,"cortex","Bcl11b","2","215672","left","18"
0,5,"cortex","Bcl11b","2","215673","left","18"
1,8,"cortex","Bcl11b","2","215674","left","18"
2,7,"cortex","Bcl11b","2","215675","left","18"
1,9,"cortex","Bcl11b","2","215676","left","18"
0,6,"cortex","Bcl11b","2","215677","left","18"
0,5,"cortex","Bcl11b","2","215678","left","18"
0,5,"cortex","Bcl11b","2","215679","left","18"
0,6,"cortex","Bcl11b","2","215680","left","18"
3,7,"cortex","Bcl11b","2","215681","left","18"
0,8,"cortex","Bcl11b","2","215682","left","18"
0,7,"cortex","Bcl11b","2","215683","left","18"
0,13,"cortex","Bcl11b","2","215684","left","18"
1,7,"cortex","Bcl11b","2","215685","left","18"
0,6,"cortex","Bcl11b","2","215686","left","18"
1,7,"cortex","Bcl11b","2","215687","left","18"
0,11,"cortex","Bcl11b","2","215688","left","18"
0,12,"cortex","Bcl11b","2","215689","left","18"
0,6,"cortex","Bcl11b","2","215690","left","18"
5,9,"cortex","Bcl11b","2","215691","left","18"
1,11,"cortex","Bcl11b","2","215692","left","18"
1,14,"cortex","Bcl11b","2","215693","left","18"
0,10,"cortex","Bcl11b","2","215694","left","18"
2,10,"cortex","Bcl11b","2","215695","left","18"
1,9,"cortex","Bcl11b","2","215696","left","18"
0,10,"cortex","Bcl11b","2","215697","left","18"
0,13,"cortex","Bcl11b","2","215698","left","18"
0,13,"cortex","Bcl11b","2","215699","left","18"
0,13,"cortex","Bcl11b","2","215700","left","18"
2,11,"cortex","Bcl11b","2","215701","left","18"
1,10,"cortex","Bcl11b","2","215702","left","18"
0,14,"cortex","Bcl11b","2","215703","left","18"
2,14,"cortex","Bcl11b","2","215704","left","18"
0,15,"cortex","Bcl11b","2","215705","left","18"
1,11,"cortex","Bcl11b","2","215706","left","18"
1,13,"cortex","Bcl11b","2","215707","left","18"
2,11,"cortex","Bcl11b","2","215708","left","18"
0,11,"cortex","Bcl11b","2","215709","left","18"
2,15,"cortex","Bcl11b","2","215710","left","18"
0,12,"cortex","Bcl11b","2","215711","left","18"
0,17,"cortex","Bcl11b","2","215712","left","18"
0,14,"cortex","Bcl11b","2","215713","left","18"
2,16,"cortex","Bcl11b","2","215714","left","18"
0,16,"cortex","Bcl11b","2","215715","left","18"
0,14,"cortex","Bcl11b","2","215716","left","18"
0,17,"cortex","Bcl11b","2","215717","left","18"
0,15,"cortex","Bcl11b","2","215718","left","18"
0,14,"cortex","Bcl11b","2","215719","left","18"
0,16,"cortex","Bcl11b","2","215720","left","18"
0,16,"cortex","Bcl11b","2","215721","left","18"
0,16,"cortex","Bcl11b","2","215722","left","18"
0,15,"cortex","Bcl11b","2","215723","left","18"
0,15,"cortex","Bcl11b","2","215724","left","18"
0,17,"cortex","Bcl11b","2","215725","left","18"
0,15,"cortex","Bcl11b","2","215726","left","18"
0,17,"cortex","Bcl11b","2","215727","left","18"
0,15,"cortex","Bcl11b","2","215728","left","18"
1,16,"cortex","Bcl11b","2","215729","left","18"
0,16,"cortex","Bcl11b","2","215730","left","18"
1,15,"cortex","Bcl11b","2","215731","left","18"
1,20,"cortex","Bcl11b","2","215732","left","18"
0,19,"cortex","Bcl11b","2","215733","left","18"
0,18,"cortex","Bcl11b","2","215734","left","18"
0,18,"cortex","Bcl11b","2","215735","left","18"
3,17,"cortex","Bcl11b","2","215736","left","18"
0,17,"cortex","Bcl11b","2","215737","left","18"
0,17,"cortex","Bcl11b","2","215738","left","18"
0,17,"cortex","Bcl11b","2","215739","left","18"
0,16,"cortex","Bcl11b","2","215740","left","18"
0,18,"cortex","Bcl11b","2","215741","left","18"
1,17,"cortex","Bcl11b","2","215742","left","18"
0,16,"cortex","Bcl11b","2","215743","left","18"
1,19,"cortex","Bcl11b","2","215744","left","18"
1,18,"cortex","Bcl11b","2","215745","left","18"
0,21,"cortex","Bcl11b","2","215746","left","18"
0,17,"cortex","Bcl11b","2","215747","left","18"
0,21,"cortex","Bcl11b","2","215748","left","18"
0,17,"cortex","Bcl11b","2","215749","left","18"
0,19,"cortex","Bcl11b","2","215750","left","18"
0,20,"cortex","Bcl11b","2","215751","left","18"
0,19,"cortex","Bcl11b","2","215752","left","18"
0,18,"cortex","Bcl11b","2","215753","left","18"
0,20,"cortex","Bcl11b","2","215754","left","18"
1,21,"cortex","Bcl11b","2","215755","left","18"
0,23,"cortex","Bcl11b","2","215756","left","18"
0,20,"cortex","Bcl11b","2","215757","left","18"
1,20,"cortex","Bcl11b","2","215758","left","18"
0,23,"cortex","Bcl11b","2","215759","left","18"
0,20,"cortex","Bcl11b","2","215760","left","18"
0,21,"cortex","Bcl11b","2","215761","left","18"
0,21,"cortex","Bcl11b","2","215762","left","18"
1,21,"cortex","Bcl11b","2","215763","left","18"
0,20,"cortex","Bcl11b","2","215764","left","18"
1,22,"cortex","Bcl11b","2","215765","left","18"
1,20,"cortex","Bcl11b","2","215766","left","18"
3,23,"cortex","Bcl11b","2","215767","left","18"
3,24,"cortex","Bcl11b","2","215768","left","18"
0,24,"cortex","Bcl11b","2","215769","left","18"
2,22,"cortex","Bcl11b","2","215770","left","18"
0,21,"cortex","Bcl11b","2","215771","left","18"
3,25,"cortex","Bcl11b","2","215772","left","18"
0,23,"cortex","Bcl11b","2","215773","left","18"
0,25,"cortex","Bcl11b","2","215774","left","18"
0,23,"cortex","Bcl11b","2","215775","left","18"
1,24,"cortex","Bcl11b","2","215776","left","18"
1,22,"cortex","Bcl11b","2","215777","left","18"
4,24,"cortex","Bcl11b","2","215778","left","18"
1,22,"cortex","Bcl11b","2","215779","left","18"
1,23,"cortex","Bcl11b","2","215780","left","18"
0,23,"cortex","Bcl11b","2","215781","left","18"
1,25,"cortex","Bcl11b","2","215782","left","18"
0,25,"cortex","Bcl11b","2","215783","left","18"
0,27,"cortex","Bcl11b","2","215784","left","18"
0,25,"cortex","Bcl11b","2","215785","left","18"
0,25,"cortex","Bcl11b","2","215786","left","18"
1,23,"cortex","Bcl11b","2","215787","left","18"
0,24,"cortex","Bcl11b","2","215788","left","18"
0,26,"cortex","Bcl11b","2","215789","left","18"
0,27,"cortex","Bcl11b","2","215790","left","18"
0,23,"cortex","Bcl11b","2","215791","left","18"
0,25,"cortex","Bcl11b","2","215792","left","18"
0,26,"cortex","Bcl11b","2","215793","left","18"
0,24,"cortex","Bcl11b","2","215794","left","18"
0,26,"cortex","Bcl11b","2","215795","left","18"
0,24,"cortex","Bcl11b","2","215796","left","18"
0,26,"cortex","Bcl11b","2","215797","left","18"
1,26,"cortex","Bcl11b","2","215798","left","18"
1,28,"cortex","Bcl11b","2","215799","left","18"
0,26,"cortex","Bcl11b","2","215800","left","18"
0,27,"cortex","Bcl11b","2","215801","left","18"
1,27,"cortex","Bcl11b","2","215802","left","18"
2,27,"cortex","Bcl11b","2","215803","left","18"
0,28,"cortex","Bcl11b","2","215804","left","18"
0,26,"cortex","Bcl11b","2","215805","left","18"
1,27,"cortex","Bcl11b","2","215806","left","18"
0,26,"cortex","Bcl11b","2","215807","left","18"
0,27,"cortex","Bcl11b","2","215808","left","18"
0,27,"cortex","Bcl11b","2","215809","left","18"
3,30,"cortex","Bcl11b","2","215810","left","18"
0,29,"cortex","Bcl11b","2","215811","left","18"
0,28,"cortex","Bcl11b","2","215812","left","18"
0,30,"cortex","Bcl11b","2","215813","left","18"
0,30,"cortex","Bcl11b","2","215814","left","18"
0,29,"cortex","Bcl11b","2","215815","left","18"
0,30,"cortex","Bcl11b","2","215816","left","18"
1,28,"cortex","Bcl11b","2","215817","left","18"
0,29,"cortex","Bcl11b","2","215818","left","18"
0,28,"cortex","Bcl11b","2","215819","left","18"
0,30,"cortex","Bcl11b","2","215820","left","18"
2,30,"cortex","Bcl11b","2","215821","left","18"
0,31,"cortex","Bcl11b","2","215822","left","18"
1,30,"cortex","Bcl11b","2","215823","left","18"
0,29,"cortex","Bcl11b","2","215824","left","18"
0,31,"cortex","Bcl11b","2","215825","left","18"
3,31,"cortex","Bcl11b","2","215826","left","18"
0,31,"cortex","Bcl11b","2","215827","left","18"
0,31,"cortex","Bcl11b","2","215828","left","18"
1,32,"cortex","Bcl11b","2","215829","left","18"
2,32,"cortex","Bcl11b","2","215830","left","18"
0,30,"cortex","Bcl11b","2","215831","left","18"
0,32,"cortex","Bcl11b","2","215832","left","18"
0,32,"cortex","Bcl11b","2","215833","left","18"
1,33,"cortex","Bcl11b","2","215834","left","18"
0,1,"cortex","Bcl11b","2","215835","left","18"
1,2,"cortex","Bcl11b","2","215836","left","18"
0,5,"cortex","Bcl11b","2","215837","left","18"
0,5,"cortex","Bcl11b","2","215838","left","18"
0,12,"cortex","Bcl11b","2","215839","left","18"
2,9,"cortex","Bcl11b","2","215840","left","18"
3,22,"cortex","Bcl11b","2","215841","left","18"
2,25,"cortex","Bcl11b","2","215842","left","18"
0,1,"cortex","Bcl11b","2","215843","left","18"
0,5,"cortex","Bcl11b","2","215844","left","18"
1,4,"cortex","Bcl11b","2","215845","left","18"
0,1,"cortex","Bcl11b","2","215846","left","18"
0,4,"cortex","Bcl11b","2","215847","left","18"
0,2,"cortex","Bcl11b","2","215848","left","18"
0,3,"cortex","Bcl11b","2","215849","left","18"
0,1,"cortex","Bcl11b","2","215850","left","18"
0,5,"cortex","Bcl11b","2","215851","left","18"
0,2,"cortex","Bcl11b","2","215852","left","18"
2,4,"cortex","Bcl11b","2","215853","left","18"
0,5,"cortex","Bcl11b","2","215854","left","18"
1,6,"cortex","Bcl11b","2","215855","left","18"
0,6,"cortex","Bcl11b","2","215856","left","18"
0,3,"cortex","Bcl11b","2","215857","left","18"
0,4,"cortex","Bcl11b","2","215858","left","18"
2,6,"cortex","Bcl11b","2","215859","left","18"
0,5,"cortex","Bcl11b","2","215860","left","18"
0,7,"cortex","Bcl11b","2","215861","left","18"
0,5,"cortex","Bcl11b","2","215862","left","18"
0,7,"cortex","Bcl11b","2","215863","left","18"
2,6,"cortex","Bcl11b","2","215864","left","18"
0,3,"cortex","Bcl11b","2","215865","left","18"
1,7,"cortex","Bcl11b","2","215866","left","18"
0,6,"cortex","Bcl11b","2","215867","left","18"
0,5,"cortex","Bcl11b","2","215868","left","18"
1,9,"cortex","Bcl11b","2","215869","left","18"
1,8,"cortex","Bcl11b","2","215870","left","18"
0,7,"cortex","Bcl11b","2","215871","left","18"
1,5,"cortex","Bcl11b","2","215872","left","18"
0,9,"cortex","Bcl11b","2","215873","left","18"
0,9,"cortex","Bcl11b","2","215874","left","18"
0,8,"cortex","Bcl11b","2","215875","left","18"
0,9,"cortex","Bcl11b","2","215876","left","18"
0,6,"cortex","Bcl11b","2","215877","left","18"
0,7,"cortex","Bcl11b","2","215878","left","18"
0,7,"cortex","Bcl11b","2","215879","left","18"
0,11,"cortex","Bcl11b","2","215880","left","18"
1,10,"cortex","Bcl11b","2","215881","left","18"
0,10,"cortex","Bcl11b","2","215882","left","18"
1,9,"cortex","Bcl11b","2","215883","left","18"
0,10,"cortex","Bcl11b","2","215884","left","18"
2,8,"cortex","Bcl11b","2","215885","left","18"
1,10,"cortex","Bcl11b","2","215886","left","18"
0,11,"cortex","Bcl11b","2","215887","left","18"
1,8,"cortex","Bcl11b","2","215888","left","18"
0,12,"cortex","Bcl11b","2","215889","left","18"
3,11,"cortex","Bcl11b","2","215890","left","18"
1,9,"cortex","Bcl11b","2","215891","left","18"
1,11,"cortex","Bcl11b","2","215892","left","18"
1,8,"cortex","Bcl11b","2","215893","left","18"
0,10,"cortex","Bcl11b","2","215894","left","18"
0,11,"cortex","Bcl11b","2","215895","left","18"
1,9,"cortex","Bcl11b","2","215896","left","18"
0,11,"cortex","Bcl11b","2","215897","left","18"
1,11,"cortex","Bcl11b","2","215898","left","18"
0,8,"cortex","Bcl11b","2","215899","left","18"
0,13,"cortex","Bcl11b","2","215900","left","18"
2,11,"cortex","Bcl11b","2","215901","left","18"
0,12,"cortex","Bcl11b","2","215902","left","18"
0,12,"cortex","Bcl11b","2","215903","left","18"
0,11,"cortex","Bcl11b","2","215904","left","18"
0,12,"cortex","Bcl11b","2","215905","left","18"
1,14,"cortex","Bcl11b","2","215906","left","18"
0,12,"cortex","Bcl11b","2","215907","left","18"
1,14,"cortex","Bcl11b","2","215908","left","18"
1,13,"cortex","Bcl11b","2","215909","left","18"
0,14,"cortex","Bcl11b","2","215910","left","18"
1,12,"cortex","Bcl11b","2","215911","left","18"
0,14,"cortex","Bcl11b","2","215912","left","18"
0,11,"cortex","Bcl11b","2","215913","left","18"
1,15,"cortex","Bcl11b","2","215914","left","18"
3,13,"cortex","Bcl11b","2","215915","left","18"
0,15,"cortex","Bcl11b","2","215916","left","18"
0,15,"cortex","Bcl11b","2","215917","left","18"
0,15,"cortex","Bcl11b","2","215918","left","18"
1,14,"cortex","Bcl11b","2","215919","left","18"
0,13,"cortex","Bcl11b","2","215920","left","18"
0,15,"cortex","Bcl11b","2","215921","left","18"
1,14,"cortex","Bcl11b","2","215922","left","18"
0,16,"cortex","Bcl11b","2","215923","left","18"
0,17,"cortex","Bcl11b","2","215924","left","18"
0,16,"cortex","Bcl11b","2","215925","left","18"
4,17,"cortex","Bcl11b","2","215926","left","18"
0,15,"cortex","Bcl11b","2","215927","left","18"
0,15,"cortex","Bcl11b","2","215928","left","18"
0,16,"cortex","Bcl11b","2","215929","left","18"
2,17,"cortex","Bcl11b","2","215930","left","18"
1,17,"cortex","Bcl11b","2","215931","left","18"
1,18,"cortex","Bcl11b","2","215932","left","18"
0,16,"cortex","Bcl11b","2","215933","left","18"
0,14,"cortex","Bcl11b","2","215934","left","18"
0,17,"cortex","Bcl11b","2","215935","left","18"
1,16,"cortex","Bcl11b","2","215936","left","18"
0,16,"cortex","Bcl11b","2","215937","left","18"
0,18,"cortex","Bcl11b","2","215938","left","18"
0,16,"cortex","Bcl11b","2","215939","left","18"
0,18,"cortex","Bcl11b","2","215940","left","18"
0,16,"cortex","Bcl11b","2","215941","left","18"
0,17,"cortex","Bcl11b","2","215942","left","18"
0,16,"cortex","Bcl11b","2","215943","left","18"
0,17,"cortex","Bcl11b","2","215944","left","18"
1,19,"cortex","Bcl11b","2","215945","left","18"
0,18,"cortex","Bcl11b","2","215946","left","18"
0,19,"cortex","Bcl11b","2","215947","left","18"
0,18,"cortex","Bcl11b","2","215948","left","18"
1,19,"cortex","Bcl11b","2","215949","left","18"
0,18,"cortex","Bcl11b","2","215950","left","18"
0,19,"cortex","Bcl11b","2","215951","left","18"
0,20,"cortex","Bcl11b","2","215952","left","18"
0,20,"cortex","Bcl11b","2","215953","left","18"
1,20,"cortex","Bcl11b","2","215954","left","18"
