"count","bin","celltype_MMC","gene","mouse","hemisphere","age"
0,57,"MB Glut","Bcl11b",3,"left",7
1,58,"CTX-CGE GABA","Bcl11b",3,"left",7
1,57,"MY GABA","Bcl11b",3,"left",7
1,57,"Vascular","Bcl11b",3,"left",7
2,57,"CTX-MGE GABA","Bcl11b",3,"left",7
0,57,"IT-ET Glut","Bcl11b",3,"left",7
0,58,"IT-ET Glut","Bcl11b",3,"left",7
4,58,"IT-ET Glut","Bcl11b",3,"left",7
3,61,"IT-ET Glut","Bcl11b",3,"left",7
0,60,"IT-ET Glut","Bcl11b",3,"left",7
1,59,"IT-ET Glut","Bcl11b",3,"left",7
1,61,"IT-ET Glut","Bcl11b",3,"left",7
0,58,"CTX-MGE GABA","Bcl11b",3,"left",7
11,59,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,60,"Vascular","Bcl11b",3,"left",7
11,59,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,58,"MB Glut","Bcl11b",3,"left",7
0,59,"IT-ET Glut","Bcl11b",3,"left",7
0,61,"CTX-CGE GABA","Bcl11b",3,"left",7
2,59,"CTX-MGE GABA","Bcl11b",3,"left",7
8,60,"NP-CT-L6b Glut","Bcl11b",3,"left",7
4,61,"IT-ET Glut","Bcl11b",3,"left",7
1,62,"CTX-MGE GABA","Bcl11b",3,"left",7
1,59,"CTX-MGE GABA","Bcl11b",3,"left",7
4,62,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,59,"CNU-HYa Glut","Bcl11b",3,"left",7
1,60,"IT-ET Glut","Bcl11b",3,"left",7
0,59,"IT-ET Glut","Bcl11b",3,"left",7
1,61,"IT-ET Glut","Bcl11b",3,"left",7
4,60,"IT-ET Glut","Bcl11b",3,"left",7
1,62,"IT-ET Glut","Bcl11b",3,"left",7
0,62,"IT-ET Glut","Bcl11b",3,"left",7
8,61,"CTX-MGE GABA","Bcl11b",3,"left",7
0,60,"Astro-Epen","Bcl11b",3,"left",7
2,61,"IT-ET Glut","Bcl11b",3,"left",7
0,62,"IT-ET Glut","Bcl11b",3,"left",7
2,61,"IT-ET Glut","Bcl11b",3,"left",7
0,61,"MH-LH Glut","Bcl11b",3,"left",7
1,60,"CTX-MGE GABA","Bcl11b",3,"left",7
1,63,"IT-ET Glut","Bcl11b",3,"left",7
0,61,"IT-ET Glut","Bcl11b",3,"left",7
2,64,"CNU-MGE GABA","Bcl11b",3,"left",7
2,62,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,62,"IT-ET Glut","Bcl11b",3,"left",7
1,61,"OPC-Oligo","Bcl11b",3,"left",7
2,62,"IT-ET Glut","Bcl11b",3,"left",7
0,62,"IT-ET Glut","Bcl11b",3,"left",7
0,64,"IT-ET Glut","Bcl11b",3,"left",7
5,62,"CTX-MGE GABA","Bcl11b",3,"left",7
1,64,"IT-ET Glut","Bcl11b",3,"left",7
2,65,"IT-ET Glut","Bcl11b",3,"left",7
0,62,"IT-ET Glut","Bcl11b",3,"left",7
0,62,"IT-ET Glut","Bcl11b",3,"left",7
1,62,"IT-ET Glut","Bcl11b",3,"left",7
6,64,"CNU-MGE GABA","Bcl11b",3,"left",7
1,62,"CTX-MGE GABA","Bcl11b",3,"left",7
1,65,"IT-ET Glut","Bcl11b",3,"left",7
0,65,"IT-ET Glut","Bcl11b",3,"left",7
5,63,"MB Glut","Bcl11b",3,"left",7
0,65,"IT-ET Glut","Bcl11b",3,"left",7
0,63,"IT-ET Glut","Bcl11b",3,"left",7
0,63,"CTX-MGE GABA","Bcl11b",3,"left",7
0,64,"IT-ET Glut","Bcl11b",3,"left",7
2,66,"IT-ET Glut","Bcl11b",3,"left",7
1,64,"IT-ET Glut","Bcl11b",3,"left",7
0,66,"OPC-Oligo","Bcl11b",3,"left",7
0,64,"IT-ET Glut","Bcl11b",3,"left",7
2,65,"IT-ET Glut","Bcl11b",3,"left",7
2,64,"IT-ET Glut","Bcl11b",3,"left",7
3,65,"CTX-MGE GABA","Bcl11b",3,"left",7
0,64,"IT-ET Glut","Bcl11b",3,"left",7
0,66,"IT-ET Glut","Bcl11b",3,"left",7
3,66,"IT-ET Glut","Bcl11b",3,"left",7
1,65,"IT-ET Glut","Bcl11b",3,"left",7
1,65,"IT-ET Glut","Bcl11b",3,"left",7
1,65,"IT-ET Glut","Bcl11b",3,"left",7
0,66,"IT-ET Glut","Bcl11b",3,"left",7
1,65,"IT-ET Glut","Bcl11b",3,"left",7
1,68,"IT-ET Glut","Bcl11b",3,"left",7
0,66,"CTX-CGE GABA","Bcl11b",3,"left",7
0,67,"IT-ET Glut","Bcl11b",3,"left",7
6,67,"CTX-CGE GABA","Bcl11b",3,"left",7
0,67,"IT-ET Glut","Bcl11b",3,"left",7
0,67,"CTX-MGE GABA","Bcl11b",3,"left",7
4,68,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,67,"IT-ET Glut","Bcl11b",3,"left",7
3,66,"CTX-MGE GABA","Bcl11b",3,"left",7
5,66,"IT-ET Glut","Bcl11b",3,"left",7
1,67,"IT-ET Glut","Bcl11b",3,"left",7
0,67,"HY GABA","Bcl11b",3,"left",7
0,68,"IT-ET Glut","Bcl11b",3,"left",7
0,67,"IT-ET Glut","Bcl11b",3,"left",7
0,67,"CTX-CGE GABA","Bcl11b",3,"left",7
0,70,"IT-ET Glut","Bcl11b",3,"left",7
7,68,"NP-CT-L6b Glut","Bcl11b",3,"left",7
1,67,"IT-ET Glut","Bcl11b",3,"left",7
0,69,"IT-ET Glut","Bcl11b",3,"left",7
0,67,"IT-ET Glut","Bcl11b",3,"left",7
1,68,"IT-ET Glut","Bcl11b",3,"left",7
0,68,"IT-ET Glut","Bcl11b",3,"left",7
3,68,"CTX-MGE GABA","Bcl11b",3,"left",7
0,69,"IT-ET Glut","Bcl11b",3,"left",7
6,68,"IT-ET Glut","Bcl11b",3,"left",7
3,68,"IT-ET Glut","Bcl11b",3,"left",7
1,68,"IT-ET Glut","Bcl11b",3,"left",7
0,70,"IT-ET Glut","Bcl11b",3,"left",7
0,68,"CTX-CGE GABA","Bcl11b",3,"left",7
0,68,"Vascular","Bcl11b",3,"left",7
0,70,"IT-ET Glut","Bcl11b",3,"left",7
0,70,"IT-ET Glut","Bcl11b",3,"left",7
0,71,"IT-ET Glut","Bcl11b",3,"left",7
0,69,"CTX-CGE GABA","Bcl11b",3,"left",7
1,71,"IT-ET Glut","Bcl11b",3,"left",7
0,70,"CTX-CGE GABA","Bcl11b",3,"left",7
0,70,"IT-ET Glut","Bcl11b",3,"left",7
0,73,"IT-ET Glut","Bcl11b",3,"left",7
2,71,"IT-ET Glut","Bcl11b",3,"left",7
0,70,"IT-ET Glut","Bcl11b",3,"left",7
1,70,"MY GABA","Bcl11b",3,"left",7
0,70,"IT-ET Glut","Bcl11b",3,"left",7
3,71,"IT-ET Glut","Bcl11b",3,"left",7
5,72,"IT-ET Glut","Bcl11b",3,"left",7
0,71,"IT-ET Glut","Bcl11b",3,"left",7
1,70,"MH-LH Glut","Bcl11b",3,"left",7
0,70,"IT-ET Glut","Bcl11b",3,"left",7
0,71,"IT-ET Glut","Bcl11b",3,"left",7
0,71,"IT-ET Glut","Bcl11b",3,"left",7
2,71,"IT-ET Glut","Bcl11b",3,"left",7
0,74,"IT-ET Glut","Bcl11b",3,"left",7
0,74,"MY GABA","Bcl11b",3,"left",7
0,38,"IT-ET Glut","Bcl11b",3,"left",7
0,49,"Vascular","Bcl11b",3,"left",7
1,57,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,57,"IT-ET Glut","Bcl11b",3,"left",7
0,62,"MB Glut","Bcl11b",3,"left",7
0,63,"IT-ET Glut","Bcl11b",3,"left",7
0,66,"MY GABA","Bcl11b",3,"left",7
0,68,"IT-ET Glut","Bcl11b",3,"left",7
0,67,"IT-ET Glut","Bcl11b",3,"left",7
0,69,"IT-ET Glut","Bcl11b",3,"left",7
0,70,"IT-ET Glut","Bcl11b",3,"left",7
1,72,"CTX-MGE GABA","Bcl11b",3,"left",7
1,35,"IT-ET Glut","Bcl11b",3,"left",7
0,36,"IT-ET Glut","Bcl11b",3,"left",7
1,35,"NP-CT-L6b Glut","Bcl11b",3,"left",7
4,35,"CTX-MGE GABA","Bcl11b",3,"left",7
0,36,"IT-ET Glut","Bcl11b",3,"left",7
1,35,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,36,"IT-ET Glut","Bcl11b",3,"left",7
1,37,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,36,"IT-ET Glut","Bcl11b",3,"left",7
2,36,"IT-ET Glut","Bcl11b",3,"left",7
0,36,"CTX-MGE GABA","Bcl11b",3,"left",7
1,36,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,37,"IT-ET Glut","Bcl11b",3,"left",7
1,37,"IT-ET Glut","Bcl11b",3,"left",7
1,37,"CTX-MGE GABA","Bcl11b",3,"left",7
0,37,"IT-ET Glut","Bcl11b",3,"left",7
1,36,"NP-CT-L6b Glut","Bcl11b",3,"left",7
3,38,"IT-ET Glut","Bcl11b",3,"left",7
0,38,"IT-ET Glut","Bcl11b",3,"left",7
0,38,"IT-ET Glut","Bcl11b",3,"left",7
2,39,"IT-ET Glut","Bcl11b",3,"left",7
0,38,"IT-ET Glut","Bcl11b",3,"left",7
0,40,"IT-ET Glut","Bcl11b",3,"left",7
3,39,"CTX-MGE GABA","Bcl11b",3,"left",7
0,37,"IT-ET Glut","Bcl11b",3,"left",7
0,39,"MY GABA","Bcl11b",3,"left",7
0,37,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,38,"CTX-MGE GABA","Bcl11b",3,"left",7
0,39,"IT-ET Glut","Bcl11b",3,"left",7
0,39,"IT-ET Glut","Bcl11b",3,"left",7
0,40,"CTX-CGE GABA","Bcl11b",3,"left",7
0,39,"Immune","Bcl11b",3,"left",7
1,41,"IT-ET Glut","Bcl11b",3,"left",7
1,40,"IT-ET Glut","Bcl11b",3,"left",7
0,39,"NP-CT-L6b Glut","Bcl11b",3,"left",7
2,40,"CTX-MGE GABA","Bcl11b",3,"left",7
1,40,"IT-ET Glut","Bcl11b",3,"left",7
0,40,"IT-ET Glut","Bcl11b",3,"left",7
2,41,"CTX-MGE GABA","Bcl11b",3,"left",7
3,41,"IT-ET Glut","Bcl11b",3,"left",7
0,42,"Immune","Bcl11b",3,"left",7
0,41,"IT-ET Glut","Bcl11b",3,"left",7
0,42,"IT-ET Glut","Bcl11b",3,"left",7
2,42,"IT-ET Glut","Bcl11b",3,"left",7
3,42,"CTX-MGE GABA","Bcl11b",3,"left",7
0,41,"IT-ET Glut","Bcl11b",3,"left",7
0,42,"IT-ET Glut","Bcl11b",3,"left",7
0,42,"IT-ET Glut","Bcl11b",3,"left",7
0,42,"IT-ET Glut","Bcl11b",3,"left",7
0,43,"IT-ET Glut","Bcl11b",3,"left",7
0,42,"IT-ET Glut","Bcl11b",3,"left",7
3,43,"CTX-MGE GABA","Bcl11b",3,"left",7
0,43,"IT-ET Glut","Bcl11b",3,"left",7
2,43,"IT-ET Glut","Bcl11b",3,"left",7
0,43,"IT-ET Glut","Bcl11b",3,"left",7
1,43,"IT-ET Glut","Bcl11b",3,"left",7
1,44,"CTX-MGE GABA","Bcl11b",3,"left",7
1,43,"IT-ET Glut","Bcl11b",3,"left",7
0,43,"IT-ET Glut","Bcl11b",3,"left",7
0,43,"Immune","Bcl11b",3,"left",7
1,44,"CTX-MGE GABA","Bcl11b",3,"left",7
0,44,"IT-ET Glut","Bcl11b",3,"left",7
0,45,"IT-ET Glut","Bcl11b",3,"left",7
3,45,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,45,"IT-ET Glut","Bcl11b",3,"left",7
0,44,"MH-LH Glut","Bcl11b",3,"left",7
0,44,"MB GABA","Bcl11b",3,"left",7
0,46,"IT-ET Glut","Bcl11b",3,"left",7
1,45,"IT-ET Glut","Bcl11b",3,"left",7
2,46,"IT-ET Glut","Bcl11b",3,"left",7
1,45,"CTX-MGE GABA","Bcl11b",3,"left",7
0,45,"IT-ET Glut","Bcl11b",3,"left",7
2,45,"IT-ET Glut","Bcl11b",3,"left",7
0,46,"IT-ET Glut","Bcl11b",3,"left",7
1,46,"IT-ET Glut","Bcl11b",3,"left",7
0,45,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,47,"IT-ET Glut","Bcl11b",3,"left",7
2,46,"IT-ET Glut","Bcl11b",3,"left",7
0,47,"IT-ET Glut","Bcl11b",3,"left",7
0,46,"IT-ET Glut","Bcl11b",3,"left",7
0,48,"IT-ET Glut","Bcl11b",3,"left",7
0,48,"CTX-CGE GABA","Bcl11b",3,"left",7
0,48,"IT-ET Glut","Bcl11b",3,"left",7
0,48,"IT-ET Glut","Bcl11b",3,"left",7
0,48,"IT-ET Glut","Bcl11b",3,"left",7
1,49,"IT-ET Glut","Bcl11b",3,"left",7
1,48,"IT-ET Glut","Bcl11b",3,"left",7
0,48,"IT-ET Glut","Bcl11b",3,"left",7
0,49,"IT-ET Glut","Bcl11b",3,"left",7
0,49,"IT-ET Glut","Bcl11b",3,"left",7
0,49,"IT-ET Glut","Bcl11b",3,"left",7
4,49,"NP-CT-L6b Glut","Bcl11b",3,"left",7
1,50,"IT-ET Glut","Bcl11b",3,"left",7
0,50,"P Glut","Bcl11b",3,"left",7
1,50,"IT-ET Glut","Bcl11b",3,"left",7
0,50,"IT-ET Glut","Bcl11b",3,"left",7
1,51,"IT-ET Glut","Bcl11b",3,"left",7
0,51,"IT-ET Glut","Bcl11b",3,"left",7
0,50,"CNU-HYa Glut","Bcl11b",3,"left",7
0,51,"IT-ET Glut","Bcl11b",3,"left",7
1,51,"IT-ET Glut","Bcl11b",3,"left",7
0,51,"IT-ET Glut","Bcl11b",3,"left",7
0,51,"MH-LH Glut","Bcl11b",3,"left",7
3,52,"IT-ET Glut","Bcl11b",3,"left",7
1,52,"IT-ET Glut","Bcl11b",3,"left",7
0,52,"IT-ET Glut","Bcl11b",3,"left",7
4,52,"IT-ET Glut","Bcl11b",3,"left",7
0,52,"IT-ET Glut","Bcl11b",3,"left",7
0,51,"MB Glut","Bcl11b",3,"left",7
0,52,"IT-ET Glut","Bcl11b",3,"left",7
0,52,"IT-ET Glut","Bcl11b",3,"left",7
0,53,"CTX-CGE GABA","Bcl11b",3,"left",7
0,53,"IT-ET Glut","Bcl11b",3,"left",7
0,52,"MH-LH Glut","Bcl11b",3,"left",7
0,54,"IT-ET Glut","Bcl11b",3,"left",7
1,53,"IT-ET Glut","Bcl11b",3,"left",7
0,53,"IT-ET Glut","Bcl11b",3,"left",7
0,53,"IT-ET Glut","Bcl11b",3,"left",7
0,53,"MB Glut","Bcl11b",3,"left",7
0,54,"IT-ET Glut","Bcl11b",3,"left",7
1,54,"IT-ET Glut","Bcl11b",3,"left",7
1,54,"IT-ET Glut","Bcl11b",3,"left",7
0,54,"IT-ET Glut","Bcl11b",3,"left",7
0,55,"IT-ET Glut","Bcl11b",3,"left",7
1,54,"MY GABA","Bcl11b",3,"left",7
1,55,"NP-CT-L6b Glut","Bcl11b",3,"left",7
1,54,"IT-ET Glut","Bcl11b",3,"left",7
0,55,"IT-ET Glut","Bcl11b",3,"left",7
1,55,"IT-ET Glut","Bcl11b",3,"left",7
0,55,"IT-ET Glut","Bcl11b",3,"left",7
0,54,"MY GABA","Bcl11b",3,"left",7
0,55,"IT-ET Glut","Bcl11b",3,"left",7
1,55,"IT-ET Glut","Bcl11b",3,"left",7
1,56,"IT-ET Glut","Bcl11b",3,"left",7
1,55,"CTX-CGE GABA","Bcl11b",3,"left",7
0,56,"CTX-MGE GABA","Bcl11b",3,"left",7
0,56,"IT-ET Glut","Bcl11b",3,"left",7
1,56,"IT-ET Glut","Bcl11b",3,"left",7
0,56,"MY GABA","Bcl11b",3,"left",7
0,56,"IT-ET Glut","Bcl11b",3,"left",7
1,57,"IT-ET Glut","Bcl11b",3,"left",7
0,56,"CTX-MGE GABA","Bcl11b",3,"left",7
1,58,"IT-ET Glut","Bcl11b",3,"left",7
1,58,"P GABA","Bcl11b",3,"left",7
3,58,"IT-ET Glut","Bcl11b",3,"left",7
1,57,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,58,"MB Glut","Bcl11b",3,"left",7
2,58,"CTX-MGE GABA","Bcl11b",3,"left",7
3,58,"Vascular","Bcl11b",3,"left",7
1,58,"MY GABA","Bcl11b",3,"left",7
1,58,"IT-ET Glut","Bcl11b",3,"left",7
3,58,"IT-ET Glut","Bcl11b",3,"left",7
3,59,"IT-ET Glut","Bcl11b",3,"left",7
1,58,"Vascular","Bcl11b",3,"left",7
0,59,"CTX-MGE GABA","Bcl11b",3,"left",7
2,59,"IT-ET Glut","Bcl11b",3,"left",7
0,59,"IT-ET Glut","Bcl11b",3,"left",7
1,60,"IT-ET Glut","Bcl11b",3,"left",7
0,59,"CTX-MGE GABA","Bcl11b",3,"left",7
1,59,"IT-ET Glut","Bcl11b",3,"left",7
1,60,"CTX-CGE GABA","Bcl11b",3,"left",7
0,60,"CB Glut","Bcl11b",3,"left",7
0,60,"IT-ET Glut","Bcl11b",3,"left",7
2,60,"IT-ET Glut","Bcl11b",3,"left",7
0,60,"IT-ET Glut","Bcl11b",3,"left",7
3,62,"IT-ET Glut","Bcl11b",3,"left",7
0,61,"MY GABA","Bcl11b",3,"left",7
0,61,"MY GABA","Bcl11b",3,"left",7
0,62,"Astro-Epen","Bcl11b",3,"left",7
1,61,"IT-ET Glut","Bcl11b",3,"left",7
0,62,"IT-ET Glut","Bcl11b",3,"left",7
4,62,"IT-ET Glut","Bcl11b",3,"left",7
0,62,"CTX-CGE GABA","Bcl11b",3,"left",7
3,63,"IT-ET Glut","Bcl11b",3,"left",7
0,63,"IT-ET Glut","Bcl11b",3,"left",7
2,63,"NP-CT-L6b Glut","Bcl11b",3,"left",7
2,63,"IT-ET Glut","Bcl11b",3,"left",7
1,64,"IT-ET Glut","Bcl11b",3,"left",7
0,63,"IT-ET Glut","Bcl11b",3,"left",7
0,64,"IT-ET Glut","Bcl11b",3,"left",7
0,63,"Astro-Epen","Bcl11b",3,"left",7
2,64,"IT-ET Glut","Bcl11b",3,"left",7
0,66,"IT-ET Glut","Bcl11b",3,"left",7
0,64,"MY Glut","Bcl11b",3,"left",7
2,64,"IT-ET Glut","Bcl11b",3,"left",7
0,65,"OPC-Oligo","Bcl11b",3,"left",7
1,65,"CTX-MGE GABA","Bcl11b",3,"left",7
4,66,"IT-ET Glut","Bcl11b",3,"left",7
2,66,"IT-ET Glut","Bcl11b",3,"left",7
1,67,"IT-ET Glut","Bcl11b",3,"left",7
2,67,"IT-ET Glut","Bcl11b",3,"left",7
0,66,"IT-ET Glut","Bcl11b",3,"left",7
1,66,"IT-ET Glut","Bcl11b",3,"left",7
1,67,"IT-ET Glut","Bcl11b",3,"left",7
0,68,"Vascular","Bcl11b",3,"left",7
2,69,"NP-CT-L6b Glut","Bcl11b",3,"left",7
2,69,"IT-ET Glut","Bcl11b",3,"left",7
0,69,"CTX-MGE GABA","Bcl11b",3,"left",7
0,70,"IT-ET Glut","Bcl11b",3,"left",7
1,70,"IT-ET Glut","Bcl11b",3,"left",7
1,70,"IT-ET Glut","Bcl11b",3,"left",7
1,69,"CTX-MGE GABA","Bcl11b",3,"left",7
0,69,"CNU-HYa GABA","Bcl11b",3,"left",7
1,68,"IT-ET Glut","Bcl11b",3,"left",7
1,70,"IT-ET Glut","Bcl11b",3,"left",7
1,70,"IT-ET Glut","Bcl11b",3,"left",7
2,71,"CTX-MGE GABA","Bcl11b",3,"left",7
1,71,"IT-ET Glut","Bcl11b",3,"left",7
0,71,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,71,"IT-ET Glut","Bcl11b",3,"left",7
0,70,"IT-ET Glut","Bcl11b",3,"left",7
1,72,"IT-ET Glut","Bcl11b",3,"left",7
0,72,"IT-ET Glut","Bcl11b",3,"left",7
0,72,"IT-ET Glut","Bcl11b",3,"left",7
2,73,"IT-ET Glut","Bcl11b",3,"left",7
0,74,"IT-ET Glut","Bcl11b",3,"left",7
0,72,"IT-ET Glut","Bcl11b",3,"left",7
0,39,"IT-ET Glut","Bcl11b",3,"left",7
1,38,"IT-ET Glut","Bcl11b",3,"left",7
2,39,"IT-ET Glut","Bcl11b",3,"left",7
0,40,"OPC-Oligo","Bcl11b",3,"left",7
2,41,"IT-ET Glut","Bcl11b",3,"left",7
0,52,"OPC-Oligo","Bcl11b",3,"left",7
0,56,"IT-ET Glut","Bcl11b",3,"left",7
3,58,"IT-ET Glut","Bcl11b",3,"left",7
1,61,"CTX-MGE GABA","Bcl11b",3,"left",7
2,69,"NP-CT-L6b Glut","Bcl11b",3,"left",7
0,83,"IT-ET Glut","Bcl11b",3,"left",7
1,88,"IT-ET Glut","Bcl11b",3,"left",7
0,85,"IT-ET Glut","Bcl11b",3,"left",7
0,86,"IT-ET Glut","Bcl11b",3,"left",7
0,87,"IT-ET Glut","Bcl11b",3,"left",7
1,87,"IT-ET Glut","Bcl11b",3,"left",7
0,84,"IT-ET Glut","Bcl11b",3,"left",7
1,89,"IT-ET Glut","Bcl11b",3,"left",7
0,86,"MB Glut","Bcl11b",3,"left",7
0,86,"IT-ET Glut","Bcl11b",3,"left",7
0,87,"IT-ET Glut","Bcl11b",3,"left",7
1,84,"CTX-MGE GABA","Bcl11b",3,"left",7
0,89,"TH Glut","Bcl11b",3,"left",7
0,87,"Immune","Bcl11b",3,"left",7
0,88,"IT-ET Glut","Bcl11b",3,"left",7
1,90,"MY GABA","Bcl11b",3,"left",7
0,87,"IT-ET Glut","Bcl11b",3,"left",7
2,91,"IT-ET Glut","Bcl11b",3,"left",7
0,88,"IT-ET Glut","Bcl11b",3,"left",7
0,90,"IT-ET Glut","Bcl11b",3,"left",7
0,89,"IT-ET Glut","Bcl11b",3,"left",7
0,91,"IT-ET Glut","Bcl11b",3,"left",7
0,87,"IT-ET Glut","Bcl11b",3,"left",7
2,88,"IT-ET Glut","Bcl11b",3,"left",7
0,91,"IT-ET Glut","Bcl11b",3,"left",7
1,86,"IT-ET Glut","Bcl11b",3,"left",7
0,89,"IT-ET Glut","Bcl11b",3,"left",7
0,89,"IT-ET Glut","Bcl11b",3,"left",7
0,89,"IT-ET Glut","Bcl11b",3,"left",7
0,89,"MY GABA","Bcl11b",3,"left",7
2,92,"CNU-MGE GABA","Bcl11b",3,"left",7
0,93,"IT-ET Glut","Bcl11b",3,"left",7
0,88,"IT-ET Glut","Bcl11b",3,"left",7
0,93,"IT-ET Glut","Bcl11b",3,"left",7
0,93,"MY GABA","Bcl11b",3,"left",7
0,93,"IT-ET Glut","Bcl11b",3,"left",7
0,94,"IT-ET Glut","Bcl11b",3,"left",7
1,93,"MY GABA","Bcl11b",3,"left",7
0,92,"IT-ET Glut","Bcl11b",3,"left",7
0,92,"IT-ET Glut","Bcl11b",3,"left",7
0,92,"IT-ET Glut","Bcl11b",3,"left",7
2,91,"LSX GABA","Bcl11b",3,"left",7
1,91,"IT-ET Glut","Bcl11b",3,"left",7
2,91,"CTX-MGE GABA","Bcl11b",3,"left",7
0,93,"IT-ET Glut","Bcl11b",3,"left",7
0,93,"IT-ET Glut","Bcl11b",3,"left",7
0,91,"CTX-CGE GABA","Bcl11b",3,"left",7
0,96,"MY GABA","Bcl11b",3,"left",7
1,94,"IT-ET Glut","Bcl11b",3,"left",7
0,95,"IT-ET Glut","Bcl11b",3,"left",7
0,92,"IT-ET Glut","Bcl11b",3,"left",7
1,96,"IT-ET Glut","Bcl11b",3,"left",7
0,94,"IT-ET Glut","Bcl11b",3,"left",7
0,92,"IT-ET Glut","Bcl11b",3,"left",7
2,96,"IT-ET Glut","Bcl11b",3,"left",7
0,95,"IT-ET Glut","Bcl11b",3,"left",7
0,97,"MB Glut","Bcl11b",3,"left",7
0,92,"IT-ET Glut","Bcl11b",3,"left",7
0,96,"IT-ET Glut","Bcl11b",3,"left",7
0,95,"IT-ET Glut","Bcl11b",3,"left",7
0,98,"IT-ET Glut","Bcl11b",3,"left",7
0,96,"IT-ET Glut","Bcl11b",3,"left",7
0,94,"CTX-CGE GABA","Bcl11b",3,"left",7
0,94,"IT-ET Glut","Bcl11b",3,"left",7
0,95,"CTX-MGE GABA","Bcl11b",3,"left",7
0,96,"IT-ET Glut","Bcl11b",3,"left",7
2,92,"CTX-MGE GABA","Bcl11b",3,"left",7
0,96,"IT-ET Glut","Bcl11b",3,"left",7
0,97,"IT-ET Glut","Bcl11b",3,"left",7
1,94,"IT-ET Glut","Bcl11b",3,"left",7
0,93,"IT-ET Glut","Bcl11b",3,"left",7
0,96,"IT-ET Glut","Bcl11b",3,"left",7
1,99,"IT-ET Glut","Bcl11b",3,"left",7
0,95,"IT-ET Glut","Bcl11b",3,"left",7
0,98,"CTX-CGE GABA","Bcl11b",3,"left",7
0,98,"IT-ET Glut","Bcl11b",3,"left",7
0,96,"IT-ET Glut","Bcl11b",3,"left",7
1,94,"IT-ET Glut","Bcl11b",3,"left",7
0,98,"OPC-Oligo","Bcl11b",3,"left",7
0,99,"IT-ET Glut","Bcl11b",3,"left",7
1,99,"CTX-MGE GABA","Bcl11b",3,"left",7
0,98,"IT-ET Glut","Bcl11b",3,"left",7
0,97,"IT-ET Glut","Bcl11b",3,"left",7
1,96,"IT-ET Glut","Bcl11b",3,"left",7
0,100,"IT-ET Glut","Bcl11b",3,"left",7
0,96,"IT-ET Glut","Bcl11b",3,"left",7
0,95,"CTX-CGE GABA","Bcl11b",3,"left",7
0,97,"NP-CT-L6b Glut","Bcl11b",3,"left",7
2,100,"CTX-MGE GABA","Bcl11b",3,"left",7
0,99,"IT-ET Glut","Bcl11b",3,"left",7
0,99,"Astro-Epen","Bcl11b",3,"left",7
1,98,"IT-ET Glut","Bcl11b",3,"left",7
0,97,"Vascular","Bcl11b",3,"left",7
0,98,"IT-ET Glut","Bcl11b",3,"left",7
1,98,"IT-ET Glut","Bcl11b",3,"left",7
0,84,"IT-ET Glut","Bcl11b",3,"left",7
1,85,"IT-ET Glut","Bcl11b",3,"left",7
1,89,"IT-ET Glut","Bcl11b",3,"left",7
0,88,"IT-ET Glut","Bcl11b",3,"left",7
0,89,"IT-ET Glut","Bcl11b",3,"left",7
1,95,"MY GABA","Bcl11b",3,"left",7
1,92,"IT-ET Glut","Bcl11b",3,"left",7
0,97,"IT-ET Glut","Bcl11b",3,"left",7
1,95,"CTX-MGE GABA","Bcl11b",3,"left",7
0,98,"IT-ET Glut","Bcl11b",3,"left",7
0,80,"IT-ET Glut","Bcl11b",3,"left",7
1,75,"IT-ET Glut","Bcl11b",3,"left",7
0,74,"IT-ET Glut","Bcl11b",3,"left",7
0,79,"IT-ET Glut","Bcl11b",3,"left",7
0,75,"IT-ET Glut","Bcl11b",3,"left",7
0,79,"IT-ET Glut","Bcl11b",3,"left",7
0,78,"IT-ET Glut","Bcl11b",3,"left",7
1,78,"IT-ET Glut","Bcl11b",3,"left",7
0,76,"IT-ET Glut","Bcl11b",3,"left",7
0,79,"CTX-MGE GABA","Bcl11b",3,"left",7
1,76,"CTX-MGE GABA","Bcl11b",3,"left",7
0,78,"IT-ET Glut","Bcl11b",3,"left",7
2,82,"IT-ET Glut","Bcl11b",3,"left",7
0,79,"IT-ET Glut","Bcl11b",3,"left",7
0,76,"CTX-MGE GABA","Bcl11b",3,"left",7
0,83,"IT-ET Glut","Bcl11b",3,"left",7
1,79,"IT-ET Glut","Bcl11b",3,"left",7
0,81,"IT-ET Glut","Bcl11b",3,"left",7
0,85,"IT-ET Glut","Bcl11b",3,"left",7
0,82,"IT-ET Glut","Bcl11b",3,"left",7
1,78,"IT-ET Glut","Bcl11b",3,"left",7
