"count","bin","celltype_MMC","gene","mouse","hemisphere","age"
1,48,"Vascular","Satb2",1,"right",12
16,49,"IT-ET Glut","Satb2",1,"right",12
0,50,"CTX-MGE GABA","Satb2",1,"right",12
0,43,"Immune","Satb2",1,"right",12
2,44,"Vascular","Satb2",1,"right",12
1,50,"IT-ET Glut","Satb2",1,"right",12
5,49,"NP-CT-L6b Glut","Satb2",1,"right",12
1,48,"MB GABA","Satb2",1,"right",12
1,45,"IT-ET Glut","Satb2",1,"right",12
5,51,"IT-ET Glut","Satb2",1,"right",12
8,51,"IT-ET Glut","Satb2",1,"right",12
4,53,"IT-ET Glut","Satb2",1,"right",12
1,49,"IT-ET Glut","Satb2",1,"right",12
1,51,"TH Glut","Satb2",1,"right",12
1,50,"IT-ET Glut","Satb2",1,"right",12
2,47,"IT-ET Glut","Satb2",1,"right",12
2,49,"Astro-Epen","Satb2",1,"right",12
5,53,"IT-ET Glut","Satb2",1,"right",12
0,46,"CTX-MGE GABA","Satb2",1,"right",12
7,52,"IT-ET Glut","Satb2",1,"right",12
2,51,"IT-ET Glut","Satb2",1,"right",12
2,49,"CTX-MGE GABA","Satb2",1,"right",12
0,49,"Vascular","Satb2",1,"right",12
0,53,"Immune","Satb2",1,"right",12
7,49,"MB GABA","Satb2",1,"right",12
0,50,"IT-ET Glut","Satb2",1,"right",12
0,50,"Astro-Epen","Satb2",1,"right",12
1,48,"Vascular","Satb2",1,"right",12
0,50,"Vascular","Satb2",1,"right",12
1,54,"IT-ET Glut","Satb2",1,"right",12
1,50,"IT-ET Glut","Satb2",1,"right",12
0,54,"Immune","Satb2",1,"right",12
0,50,"MB GABA","Satb2",1,"right",12
7,55,"IT-ET Glut","Satb2",1,"right",12
12,52,"IT-ET Glut","Satb2",1,"right",12
2,50,"Immune","Satb2",1,"right",12
1,54,"Vascular","Satb2",1,"right",12
0,49,"IT-ET Glut","Satb2",1,"right",12
0,50,"MB GABA","Satb2",1,"right",12
0,51,"NP-CT-L6b Glut","Satb2",1,"right",12
0,53,"IT-ET Glut","Satb2",1,"right",12
8,53,"IT-ET Glut","Satb2",1,"right",12
1,50,"Immune","Satb2",1,"right",12
1,51,"Immune","Satb2",1,"right",12
0,53,"IT-ET Glut","Satb2",1,"right",12
4,54,"IT-ET Glut","Satb2",1,"right",12
1,55,"IT-ET Glut","Satb2",1,"right",12
0,56,"Vascular","Satb2",1,"right",12
0,52,"IT-ET Glut","Satb2",1,"right",12
8,55,"IT-ET Glut","Satb2",1,"right",12
11,55,"IT-ET Glut","Satb2",1,"right",12
6,56,"IT-ET Glut","Satb2",1,"right",12
1,52,"IT-ET Glut","Satb2",1,"right",12
1,52,"MB GABA","Satb2",1,"right",12
0,54,"IT-ET Glut","Satb2",1,"right",12
0,53,"Immune","Satb2",1,"right",12
6,55,"IT-ET Glut","Satb2",1,"right",12
3,52,"IT-ET Glut","Satb2",1,"right",12
1,57,"IT-ET Glut","Satb2",1,"right",12
4,53,"IT-ET Glut","Satb2",1,"right",12
3,55,"Vascular","Satb2",1,"right",12
4,56,"IT-ET Glut","Satb2",1,"right",12
14,58,"IT-ET Glut","Satb2",1,"right",12
1,52,"IT-ET Glut","Satb2",1,"right",12
2,54,"IT-ET Glut","Satb2",1,"right",12
0,58,"IT-ET Glut","Satb2",1,"right",12
0,56,"IT-ET Glut","Satb2",1,"right",12
17,54,"IT-ET Glut","Satb2",1,"right",12
0,57,"Vascular","Satb2",1,"right",12
2,57,"Vascular","Satb2",1,"right",12
1,55,"IT-ET Glut","Satb2",1,"right",12
1,55,"IT-ET Glut","Satb2",1,"right",12
0,56,"MB Glut","Satb2",1,"right",12
5,58,"IT-ET Glut","Satb2",1,"right",12
3,55,"IT-ET Glut","Satb2",1,"right",12
0,57,"Immune","Satb2",1,"right",12
1,59,"MB Glut","Satb2",1,"right",12
9,54,"IT-ET Glut","Satb2",1,"right",12
1,58,"Vascular","Satb2",1,"right",12
11,60,"IT-ET Glut","Satb2",1,"right",12
1,57,"IT-ET Glut","Satb2",1,"right",12
1,59,"IT-ET Glut","Satb2",1,"right",12
9,58,"IT-ET Glut","Satb2",1,"right",12
3,57,"IT-ET Glut","Satb2",1,"right",12
13,58,"IT-ET Glut","Satb2",1,"right",12
0,59,"Vascular","Satb2",1,"right",12
2,56,"IT-ET Glut","Satb2",1,"right",12
0,55,"IT-ET Glut","Satb2",1,"right",12
1,55,"Vascular","Satb2",1,"right",12
9,55,"IT-ET Glut","Satb2",1,"right",12
16,59,"IT-ET Glut","Satb2",1,"right",12
3,56,"IT-ET Glut","Satb2",1,"right",12
15,61,"IT-ET Glut","Satb2",1,"right",12
10,60,"IT-ET Glut","Satb2",1,"right",12
18,57,"IT-ET Glut","Satb2",1,"right",12
6,58,"IT-ET Glut","Satb2",1,"right",12
6,59,"IT-ET Glut","Satb2",1,"right",12
3,61,"IT-ET Glut","Satb2",1,"right",12
2,61,"IT-ET Glut","Satb2",1,"right",12
2,59,"IT-ET Glut","Satb2",1,"right",12
0,59,"Vascular","Satb2",1,"right",12
0,63,"Immune","Satb2",1,"right",12
7,62,"IT-ET Glut","Satb2",1,"right",12
4,60,"IT-ET Glut","Satb2",1,"right",12
8,63,"IT-ET Glut","Satb2",1,"right",12
3,58,"IT-ET Glut","Satb2",1,"right",12
0,61,"Astro-Epen","Satb2",1,"right",12
5,60,"IT-ET Glut","Satb2",1,"right",12
2,62,"Immune","Satb2",1,"right",12
1,62,"IT-ET Glut","Satb2",1,"right",12
2,64,"IT-ET Glut","Satb2",1,"right",12
8,36,"IT-ET Glut","Satb2",1,"right",12
1,44,"Vascular","Satb2",1,"right",12
1,43,"Immune","Satb2",1,"right",12
1,41,"Vascular","Satb2",1,"right",12
5,50,"Vascular","Satb2",1,"right",12
1,48,"CTX-MGE GABA","Satb2",1,"right",12
0,47,"IT-ET Glut","Satb2",1,"right",12
12,44,"IT-ET Glut","Satb2",1,"right",12
3,44,"Vascular","Satb2",1,"right",12
14,46,"IT-ET Glut","Satb2",1,"right",12
11,49,"IT-ET Glut","Satb2",1,"right",12
0,48,"MB GABA","Satb2",1,"right",12
2,47,"IT-ET Glut","Satb2",1,"right",12
0,50,"IT-ET Glut","Satb2",1,"right",12
6,47,"Immune","Satb2",1,"right",12
0,48,"IT-ET Glut","Satb2",1,"right",12
2,45,"IT-ET Glut","Satb2",1,"right",12
11,48,"IT-ET Glut","Satb2",1,"right",12
14,48,"IT-ET Glut","Satb2",1,"right",12
9,52,"IT-ET Glut","Satb2",1,"right",12
3,50,"IT-ET Glut","Satb2",1,"right",12
0,50,"IT-ET Glut","Satb2",1,"right",12
0,47,"Vascular","Satb2",1,"right",12
0,53,"CTX-MGE GABA","Satb2",1,"right",12
7,48,"IT-ET Glut","Satb2",1,"right",12
0,50,"Vascular","Satb2",1,"right",12
3,49,"IT-ET Glut","Satb2",1,"right",12
17,53,"IT-ET Glut","Satb2",1,"right",12
4,52,"Vascular","Satb2",1,"right",12
2,52,"IT-ET Glut","Satb2",1,"right",12
11,54,"IT-ET Glut","Satb2",1,"right",12
0,54,"IT-ET Glut","Satb2",1,"right",12
1,50,"IT-ET Glut","Satb2",1,"right",12
3,52,"IT-ET Glut","Satb2",1,"right",12
9,53,"IT-ET Glut","Satb2",1,"right",12
1,50,"Vascular","Satb2",1,"right",12
1,52,"IT-ET Glut","Satb2",1,"right",12
6,50,"IT-ET Glut","Satb2",1,"right",12
9,52,"IT-ET Glut","Satb2",1,"right",12
6,51,"IT-ET Glut","Satb2",1,"right",12
2,53,"IT-ET Glut","Satb2",1,"right",12
1,55,"IT-ET Glut","Satb2",1,"right",12
1,56,"CTX-MGE GABA","Satb2",1,"right",12
0,51,"IT-ET Glut","Satb2",1,"right",12
0,57,"Immune","Satb2",1,"right",12
2,53,"CNU-HYa Glut","Satb2",1,"right",12
2,50,"IT-ET Glut","Satb2",1,"right",12
7,55,"IT-ET Glut","Satb2",1,"right",12
0,52,"MB Glut","Satb2",1,"right",12
6,54,"IT-ET Glut","Satb2",1,"right",12
0,55,"IT-ET Glut","Satb2",1,"right",12
0,51,"Vascular","Satb2",1,"right",12
1,54,"IT-ET Glut","Satb2",1,"right",12
1,58,"IT-ET Glut","Satb2",1,"right",12
6,57,"IT-ET Glut","Satb2",1,"right",12
11,51,"Immune","Satb2",1,"right",12
8,58,"IT-ET Glut","Satb2",1,"right",12
7,57,"IT-ET Glut","Satb2",1,"right",12
7,56,"IT-ET Glut","Satb2",1,"right",12
0,54,"IT-ET Glut","Satb2",1,"right",12
7,52,"IT-ET Glut","Satb2",1,"right",12
2,53,"IT-ET Glut","Satb2",1,"right",12
13,54,"IT-ET Glut","Satb2",1,"right",12
10,56,"IT-ET Glut","Satb2",1,"right",12
1,55,"CTX-MGE GABA","Satb2",1,"right",12
2,56,"MH-LH Glut","Satb2",1,"right",12
1,55,"IT-ET Glut","Satb2",1,"right",12
1,54,"Immune","Satb2",1,"right",12
1,54,"Immune","Satb2",1,"right",12
0,52,"IT-ET Glut","Satb2",1,"right",12
0,57,"IT-ET Glut","Satb2",1,"right",12
11,58,"IT-ET Glut","Satb2",1,"right",12
0,56,"CTX-MGE GABA","Satb2",1,"right",12
1,53,"CTX-MGE GABA","Satb2",1,"right",12
9,55,"IT-ET Glut","Satb2",1,"right",12
1,57,"CTX-MGE GABA","Satb2",1,"right",12
0,59,"IT-ET Glut","Satb2",1,"right",12
6,58,"Immune","Satb2",1,"right",12
12,58,"IT-ET Glut","Satb2",1,"right",12
2,56,"IT-ET Glut","Satb2",1,"right",12
1,60,"Astro-Epen","Satb2",1,"right",12
13,60,"IT-ET Glut","Satb2",1,"right",12
0,54,"IT-ET Glut","Satb2",1,"right",12
11,59,"IT-ET Glut","Satb2",1,"right",12
0,57,"IT-ET Glut","Satb2",1,"right",12
3,56,"Immune","Satb2",1,"right",12
0,60,"Vascular","Satb2",1,"right",12
1,55,"IT-ET Glut","Satb2",1,"right",12
0,62,"MB GABA","Satb2",1,"right",12
0,61,"IT-ET Glut","Satb2",1,"right",12
7,58,"IT-ET Glut","Satb2",1,"right",12
8,57,"IT-ET Glut","Satb2",1,"right",12
12,58,"IT-ET Glut","Satb2",1,"right",12
2,58,"IT-ET Glut","Satb2",1,"right",12
11,59,"IT-ET Glut","Satb2",1,"right",12
0,57,"CTX-MGE GABA","Satb2",1,"right",12
1,62,"IT-ET Glut","Satb2",1,"right",12
1,56,"IT-ET Glut","Satb2",1,"right",12
1,56,"Immune","Satb2",1,"right",12
7,59,"IT-ET Glut","Satb2",1,"right",12
9,63,"IT-ET Glut","Satb2",1,"right",12
5,58,"MB GABA","Satb2",1,"right",12
1,60,"IT-ET Glut","Satb2",1,"right",12
11,58,"IT-ET Glut","Satb2",1,"right",12
1,57,"Vascular","Satb2",1,"right",12
2,61,"IT-ET Glut","Satb2",1,"right",12
8,62,"IT-ET Glut","Satb2",1,"right",12
1,57,"IT-ET Glut","Satb2",1,"right",12
8,60,"IT-ET Glut","Satb2",1,"right",12
9,64,"IT-ET Glut","Satb2",1,"right",12
10,59,"IT-ET Glut","Satb2",1,"right",12
1,57,"Vascular","Satb2",1,"right",12
17,57,"IT-ET Glut","Satb2",1,"right",12
14,61,"IT-ET Glut","Satb2",1,"right",12
10,62,"IT-ET Glut","Satb2",1,"right",12
1,60,"Immune","Satb2",1,"right",12
2,61,"IT-ET Glut","Satb2",1,"right",12
0,64,"MY Glut","Satb2",1,"right",12
1,58,"Immune","Satb2",1,"right",12
7,65,"IT-ET Glut","Satb2",1,"right",12
0,61,"Vascular","Satb2",1,"right",12
4,58,"IT-ET Glut","Satb2",1,"right",12
0,60,"Immune","Satb2",1,"right",12
8,66,"Immune","Satb2",1,"right",12
10,64,"IT-ET Glut","Satb2",1,"right",12
0,66,"Astro-Epen","Satb2",1,"right",12
10,62,"IT-ET Glut","Satb2",1,"right",12
3,62,"IT-ET Glut","Satb2",1,"right",12
2,67,"IT-ET Glut","Satb2",1,"right",12
2,58,"IT-ET Glut","Satb2",1,"right",12
10,60,"IT-ET Glut","Satb2",1,"right",12
11,63,"IT-ET Glut","Satb2",1,"right",12
9,61,"IT-ET Glut","Satb2",1,"right",12
7,61,"IT-ET Glut","Satb2",1,"right",12
10,62,"IT-ET Glut","Satb2",1,"right",12
3,68,"Vascular","Satb2",1,"right",12
0,63,"Immune","Satb2",1,"right",12
5,60,"IT-ET Glut","Satb2",1,"right",12
3,67,"Vascular","Satb2",1,"right",12
1,65,"CTX-MGE GABA","Satb2",1,"right",12
2,67,"IT-ET Glut","Satb2",1,"right",12
3,60,"IT-ET Glut","Satb2",1,"right",12
1,60,"MB GABA","Satb2",1,"right",12
1,59,"Immune","Satb2",1,"right",12
3,67,"IT-ET Glut","Satb2",1,"right",12
12,62,"IT-ET Glut","Satb2",1,"right",12
1,69,"IT-ET Glut","Satb2",1,"right",12
1,64,"OEC","Satb2",1,"right",12
12,62,"IT-ET Glut","Satb2",1,"right",12
15,64,"IT-ET Glut","Satb2",1,"right",12
8,63,"IT-ET Glut","Satb2",1,"right",12
2,63,"Vascular","Satb2",1,"right",12
8,70,"IT-ET Glut","Satb2",1,"right",12
6,61,"IT-ET Glut","Satb2",1,"right",12
12,66,"IT-ET Glut","Satb2",1,"right",12
0,65,"Vascular","Satb2",1,"right",12
11,62,"IT-ET Glut","Satb2",1,"right",12
5,72,"IT-ET Glut","Satb2",1,"right",12
14,62,"IT-ET Glut","Satb2",1,"right",12
6,65,"IT-ET Glut","Satb2",1,"right",12
6,65,"IT-ET Glut","Satb2",1,"right",12
8,63,"IT-ET Glut","Satb2",1,"right",12
1,68,"Vascular","Satb2",1,"right",12
5,65,"IT-ET Glut","Satb2",1,"right",12
0,63,"Vascular","Satb2",1,"right",12
7,62,"IT-ET Glut","Satb2",1,"right",12
10,62,"IT-ET Glut","Satb2",1,"right",12
9,74,"IT-ET Glut","Satb2",1,"right",12
2,68,"IT-ET Glut","Satb2",1,"right",12
2,67,"IT-ET Glut","Satb2",1,"right",12
17,63,"IT-ET Glut","Satb2",1,"right",12
12,64,"IT-ET Glut","Satb2",1,"right",12
3,71,"IT-ET Glut","Satb2",1,"right",12
5,67,"IT-ET Glut","Satb2",1,"right",12
0,67,"MB GABA","Satb2",1,"right",12
14,66,"IT-ET Glut","Satb2",1,"right",12
6,69,"IT-ET Glut","Satb2",1,"right",12
8,63,"IT-ET Glut","Satb2",1,"right",12
2,68,"IT-ET Glut","Satb2",1,"right",12
12,66,"IT-ET Glut","Satb2",1,"right",12
2,68,"IT-ET Glut","Satb2",1,"right",12
13,77,"IT-ET Glut","Satb2",1,"right",12
1,72,"IT-ET Glut","Satb2",1,"right",12
1,65,"Vascular","Satb2",1,"right",12
8,70,"IT-ET Glut","Satb2",1,"right",12
2,64,"CTX-MGE GABA","Satb2",1,"right",12
10,66,"IT-ET Glut","Satb2",1,"right",12
8,68,"IT-ET Glut","Satb2",1,"right",12
2,65,"IT-ET Glut","Satb2",1,"right",12
3,47,"IT-ET Glut","Satb2",1,"right",12
0,65,"CTX-MGE GABA","Satb2",1,"right",12
5,61,"IT-ET Glut","Satb2",1,"right",12
1,62,"Immune","Satb2",1,"right",12
4,67,"IT-ET Glut","Satb2",1,"right",12
11,68,"IT-ET Glut","Satb2",1,"right",12
10,68,"IT-ET Glut","Satb2",1,"right",12
2,70,"Vascular","Satb2",1,"right",12
8,71,"IT-ET Glut","Satb2",1,"right",12
3,72,"Immune","Satb2",1,"right",12
1,51,"IT-ET Glut","Satb2",1,"right",12
1,52,"IT-ET Glut","Satb2",1,"right",12
2,53,"Vascular","Satb2",1,"right",12
2,54,"Vascular","Satb2",1,"right",12
6,56,"IT-ET Glut","Satb2",1,"right",12
0,54,"IT-ET Glut","Satb2",1,"right",12
1,56,"IT-ET Glut","Satb2",1,"right",12
0,55,"CTX-MGE GABA","Satb2",1,"right",12
1,53,"MB GABA","Satb2",1,"right",12
13,54,"IT-ET Glut","Satb2",1,"right",12
6,55,"IT-ET Glut","Satb2",1,"right",12
2,56,"CTX-MGE GABA","Satb2",1,"right",12
0,55,"IT-ET Glut","Satb2",1,"right",12
1,59,"Immune","Satb2",1,"right",12
1,54,"Vascular","Satb2",1,"right",12
15,58,"IT-ET Glut","Satb2",1,"right",12
17,53,"IT-ET Glut","Satb2",1,"right",12
3,57,"IT-ET Glut","Satb2",1,"right",12
4,58,"IT-ET Glut","Satb2",1,"right",12
1,56,"CTX-MGE GABA","Satb2",1,"right",12
1,54,"Vascular","Satb2",1,"right",12
3,57,"Immune","Satb2",1,"right",12
2,59,"IT-ET Glut","Satb2",1,"right",12
8,60,"IT-ET Glut","Satb2",1,"right",12
0,59,"IT-ET Glut","Satb2",1,"right",12
16,58,"IT-ET Glut","Satb2",1,"right",12
1,55,"Astro-Epen","Satb2",1,"right",12
6,58,"IT-ET Glut","Satb2",1,"right",12
9,59,"IT-ET Glut","Satb2",1,"right",12
0,56,"IT-ET Glut","Satb2",1,"right",12
8,56,"IT-ET Glut","Satb2",1,"right",12
1,57,"IT-ET Glut","Satb2",1,"right",12
6,57,"IT-ET Glut","Satb2",1,"right",12
1,59,"IT-ET Glut","Satb2",1,"right",12
1,56,"TH Glut","Satb2",1,"right",12
1,55,"Immune","Satb2",1,"right",12
3,61,"IT-ET Glut","Satb2",1,"right",12
2,60,"IT-ET Glut","Satb2",1,"right",12
0,58,"MB GABA","Satb2",1,"right",12
7,57,"IT-ET Glut","Satb2",1,"right",12
4,61,"IT-ET Glut","Satb2",1,"right",12
4,62,"Immune","Satb2",1,"right",12
2,56,"IT-ET Glut","Satb2",1,"right",12
0,57,"IT-ET Glut","Satb2",1,"right",12
0,59,"IT-ET Glut","Satb2",1,"right",12
3,60,"IT-ET Glut","Satb2",1,"right",12
2,60,"MY Glut","Satb2",1,"right",12
2,61,"IT-ET Glut","Satb2",1,"right",12
16,62,"IT-ET Glut","Satb2",1,"right",12
1,61,"Immune","Satb2",1,"right",12
1,62,"IT-ET Glut","Satb2",1,"right",12
9,60,"IT-ET Glut","Satb2",1,"right",12
0,57,"IT-ET Glut","Satb2",1,"right",12
3,61,"IT-ET Glut","Satb2",1,"right",12
2,62,"Vascular","Satb2",1,"right",12
0,59,"IT-ET Glut","Satb2",1,"right",12
9,60,"IT-ET Glut","Satb2",1,"right",12
2,63,"IT-ET Glut","Satb2",1,"right",12
1,58,"Immune","Satb2",1,"right",12
6,61,"IT-ET Glut","Satb2",1,"right",12
2,57,"IT-ET Glut","Satb2",1,"right",12
6,60,"IT-ET Glut","Satb2",1,"right",12
13,63,"IT-ET Glut","Satb2",1,"right",12
5,59,"IT-ET Glut","Satb2",1,"right",12
4,59,"IT-ET Glut","Satb2",1,"right",12
3,60,"IT-ET Glut","Satb2",1,"right",12
6,64,"IT-ET Glut","Satb2",1,"right",12
4,60,"Immune","Satb2",1,"right",12
0,61,"CTX-MGE GABA","Satb2",1,"right",12
0,64,"IT-ET Glut","Satb2",1,"right",12
0,62,"MB GABA","Satb2",1,"right",12
7,64,"IT-ET Glut","Satb2",1,"right",12
13,64,"IT-ET Glut","Satb2",1,"right",12
7,61,"IT-ET Glut","Satb2",1,"right",12
6,61,"IT-ET Glut","Satb2",1,"right",12
13,63,"IT-ET Glut","Satb2",1,"right",12
0,64,"IT-ET Glut","Satb2",1,"right",12
0,63,"IT-ET Glut","Satb2",1,"right",12
1,66,"IT-ET Glut","Satb2",1,"right",12
12,64,"IT-ET Glut","Satb2",1,"right",12
7,61,"IT-ET Glut","Satb2",1,"right",12
4,61,"IT-ET Glut","Satb2",1,"right",12
3,65,"IT-ET Glut","Satb2",1,"right",12
1,66,"IT-ET Glut","Satb2",1,"right",12
3,63,"Astro-Epen","Satb2",1,"right",12
4,65,"Immune","Satb2",1,"right",12
3,62,"IT-ET Glut","Satb2",1,"right",12
2,62,"IT-ET Glut","Satb2",1,"right",12
1,62,"Vascular","Satb2",1,"right",12
5,64,"IT-ET Glut","Satb2",1,"right",12
1,62,"Vascular","Satb2",1,"right",12
1,67,"IT-ET Glut","Satb2",1,"right",12
5,63,"IT-ET Glut","Satb2",1,"right",12
1,65,"Vascular","Satb2",1,"right",12
7,66,"IT-ET Glut","Satb2",1,"right",12
10,64,"IT-ET Glut","Satb2",1,"right",12
0,66,"Vascular","Satb2",1,"right",12
8,64,"IT-ET Glut","Satb2",1,"right",12
2,67,"IT-ET Glut","Satb2",1,"right",12
9,69,"IT-ET Glut","Satb2",1,"right",12
5,65,"IT-ET Glut","Satb2",1,"right",12
17,64,"IT-ET Glut","Satb2",1,"right",12
7,66,"IT-ET Glut","Satb2",1,"right",12
8,65,"IT-ET Glut","Satb2",1,"right",12
8,68,"IT-ET Glut","Satb2",1,"right",12
2,64,"Immune","Satb2",1,"right",12
0,66,"Vascular","Satb2",1,"right",12
2,65,"IT-ET Glut","Satb2",1,"right",12
9,64,"IT-ET Glut","Satb2",1,"right",12
5,69,"IT-ET Glut","Satb2",1,"right",12
1,66,"Immune","Satb2",1,"right",12
5,66,"IT-ET Glut","Satb2",1,"right",12
5,68,"Astro-Epen","Satb2",1,"right",12
0,66,"IT-ET Glut","Satb2",1,"right",12
4,70,"Immune","Satb2",1,"right",12
5,65,"IT-ET Glut","Satb2",1,"right",12
0,66,"Astro-Epen","Satb2",1,"right",12
0,68,"MB Glut","Satb2",1,"right",12
0,64,"IT-ET Glut","Satb2",1,"right",12
8,66,"Immune","Satb2",1,"right",12
6,65,"IT-ET Glut","Satb2",1,"right",12
2,70,"CTX-MGE GABA","Satb2",1,"right",12
8,66,"IT-ET Glut","Satb2",1,"right",12
2,68,"Immune","Satb2",1,"right",12
10,67,"IT-ET Glut","Satb2",1,"right",12
3,69,"IT-ET Glut","Satb2",1,"right",12
3,71,"IT-ET Glut","Satb2",1,"right",12
10,69,"IT-ET Glut","Satb2",1,"right",12
0,67,"IT-ET Glut","Satb2",1,"right",12
0,70,"IT-ET Glut","Satb2",1,"right",12
5,68,"IT-ET Glut","Satb2",1,"right",12
1,71,"IT-ET Glut","Satb2",1,"right",12
3,67,"IT-ET Glut","Satb2",1,"right",12
4,67,"IT-ET Glut","Satb2",1,"right",12
1,68,"CTX-MGE GABA","Satb2",1,"right",12
10,68,"IT-ET Glut","Satb2",1,"right",12
1,70,"Vascular","Satb2",1,"right",12
5,71,"IT-ET Glut","Satb2",1,"right",12
3,67,"IT-ET Glut","Satb2",1,"right",12
7,70,"IT-ET Glut","Satb2",1,"right",12
6,70,"IT-ET Glut","Satb2",1,"right",12
8,69,"IT-ET Glut","Satb2",1,"right",12
2,73,"Vascular","Satb2",1,"right",12
8,69,"IT-ET Glut","Satb2",1,"right",12
1,69,"Vascular","Satb2",1,"right",12
3,68,"IT-ET Glut","Satb2",1,"right",12
0,70,"Vascular","Satb2",1,"right",12
3,71,"IT-ET Glut","Satb2",1,"right",12
7,72,"IT-ET Glut","Satb2",1,"right",12
0,73,"MB GABA","Satb2",1,"right",12
7,70,"IT-ET Glut","Satb2",1,"right",12
1,70,"CTX-MGE GABA","Satb2",1,"right",12
2,72,"Immune","Satb2",1,"right",12
1,71,"Immune","Satb2",1,"right",12
1,71,"IT-ET Glut","Satb2",1,"right",12
4,72,"Immune","Satb2",1,"right",12
4,74,"Immune","Satb2",1,"right",12
10,75,"Immune","Satb2",1,"right",12
1,74,"IT-ET Glut","Satb2",1,"right",12
7,70,"IT-ET Glut","Satb2",1,"right",12
3,71,"IT-ET Glut","Satb2",1,"right",12
1,71,"Immune","Satb2",1,"right",12
1,71,"IT-ET Glut","Satb2",1,"right",12
4,71,"IT-ET Glut","Satb2",1,"right",12
8,73,"IT-ET Glut","Satb2",1,"right",12
1,74,"Vascular","Satb2",1,"right",12
1,72,"Vascular","Satb2",1,"right",12
4,75,"IT-ET Glut","Satb2",1,"right",12
12,72,"IT-ET Glut","Satb2",1,"right",12
9,73,"IT-ET Glut","Satb2",1,"right",12
1,75,"Vascular","Satb2",1,"right",12
6,71,"IT-ET Glut","Satb2",1,"right",12
4,74,"IT-ET Glut","Satb2",1,"right",12
0,72,"Immune","Satb2",1,"right",12
0,75,"Astro-Epen","Satb2",1,"right",12
9,76,"IT-ET Glut","Satb2",1,"right",12
6,74,"IT-ET Glut","Satb2",1,"right",12
10,74,"IT-ET Glut","Satb2",1,"right",12
1,76,"Vascular","Satb2",1,"right",12
3,77,"IT-ET Glut","Satb2",1,"right",12
5,74,"IT-ET Glut","Satb2",1,"right",12
1,75,"IT-ET Glut","Satb2",1,"right",12
3,76,"Immune","Satb2",1,"right",12
0,74,"Vascular","Satb2",1,"right",12
1,77,"IT-ET Glut","Satb2",1,"right",12
1,76,"IT-ET Glut","Satb2",1,"right",12
2,73,"IT-ET Glut","Satb2",1,"right",12
6,77,"IT-ET Glut","Satb2",1,"right",12
0,75,"Vascular","Satb2",1,"right",12
2,74,"Vascular","Satb2",1,"right",12
1,78,"Vascular","Satb2",1,"right",12
8,75,"IT-ET Glut","Satb2",1,"right",12
2,78,"Immune","Satb2",1,"right",12
2,79,"Immune","Satb2",1,"right",12
10,75,"IT-ET Glut","Satb2",1,"right",12
5,76,"IT-ET Glut","Satb2",1,"right",12
7,76,"IT-ET Glut","Satb2",1,"right",12
0,61,"Astro-Epen","Satb2",1,"right",12
0,65,"Immune","Satb2",1,"right",12
8,68,"IT-ET Glut","Satb2",1,"right",12
0,74,"Vascular","Satb2",1,"right",12
2,58,"Immune","Satb2",1,"right",12
1,60,"IT-ET Glut","Satb2",1,"right",12
3,63,"IT-ET Glut","Satb2",1,"right",12
16,59,"IT-ET Glut","Satb2",1,"right",12
6,62,"Immune","Satb2",1,"right",12
5,62,"IT-ET Glut","Satb2",1,"right",12
2,59,"MB GABA","Satb2",1,"right",12
7,59,"IT-ET Glut","Satb2",1,"right",12
2,62,"CTX-MGE GABA","Satb2",1,"right",12
0,63,"IT-ET Glut","Satb2",1,"right",12
3,64,"Vascular","Satb2",1,"right",12
0,60,"IT-ET Glut","Satb2",1,"right",12
13,59,"IT-ET Glut","Satb2",1,"right",12
0,63,"Vascular","Satb2",1,"right",12
4,65,"IT-ET Glut","Satb2",1,"right",12
10,62,"IT-ET Glut","Satb2",1,"right",12
1,60,"IT-ET Glut","Satb2",1,"right",12
6,64,"IT-ET Glut","Satb2",1,"right",12
8,65,"IT-ET Glut","Satb2",1,"right",12
1,60,"Immune","Satb2",1,"right",12
1,63,"IT-ET Glut","Satb2",1,"right",12
12,64,"IT-ET Glut","Satb2",1,"right",12
3,62,"IT-ET Glut","Satb2",1,"right",12
4,60,"IT-ET Glut","Satb2",1,"right",12
13,62,"IT-ET Glut","Satb2",1,"right",12
1,61,"Vascular","Satb2",1,"right",12
3,61,"IT-ET Glut","Satb2",1,"right",12
6,60,"IT-ET Glut","Satb2",1,"right",12
3,64,"IT-ET Glut","Satb2",1,"right",12
6,64,"IT-ET Glut","Satb2",1,"right",12
7,66,"IT-ET Glut","Satb2",1,"right",12
0,65,"CTX-MGE GABA","Satb2",1,"right",12
17,65,"IT-ET Glut","Satb2",1,"right",12
11,65,"IT-ET Glut","Satb2",1,"right",12
6,67,"IT-ET Glut","Satb2",1,"right",12
1,67,"Astro-Epen","Satb2",1,"right",12
3,63,"IT-ET Glut","Satb2",1,"right",12
11,62,"IT-ET Glut","Satb2",1,"right",12
5,64,"IT-ET Glut","Satb2",1,"right",12
4,65,"IT-ET Glut","Satb2",1,"right",12
1,63,"IT-ET Glut","Satb2",1,"right",12
7,65,"IT-ET Glut","Satb2",1,"right",12
6,62,"IT-ET Glut","Satb2",1,"right",12
4,66,"IT-ET Glut","Satb2",1,"right",12
7,68,"IT-ET Glut","Satb2",1,"right",12
1,63,"IT-ET Glut","Satb2",1,"right",12
10,65,"IT-ET Glut","Satb2",1,"right",12
