"mouse","ZT","bin","gene","count"
3,0,7,"ass1",0.00705821408773843
3,0,7,"ass1",0.0617157865898843
3,0,7,"ass1",0.0166084044267958
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.00440041516603706
3,0,7,"ass1",0.000622387988807205
3,0,7,"ass1",0.0888038901289807
3,0,7,"ass1",0
3,0,7,"ass1",2.45230147299935e-09
3,0,7,"ass1",0.00354820314652926
3,0,7,"ass1",0.011964509038151
3,0,7,"ass1",0.0434687487435941
3,0,7,"ass1",0
3,0,7,"ass1",0.0322739800738141
3,0,7,"ass1",0
3,0,7,"ass1",2.98427949019242e-13
3,0,7,"ass1",0.0750493663041123
3,0,7,"ass1",0.00330611667557079
3,0,7,"ass1",0.0701108641221833
3,0,7,"ass1",2.20524991867421e-06
3,0,7,"ass1",0.0267479410438849
3,0,7,"ass1",0.0527141121363748
3,0,7,"ass1",5.99053251448822e-10
3,0,7,"ass1",0.0083218809708594
3,0,7,"ass1",0.0057634891003957
3,0,7,"ass1",0.0642339114137176
3,0,7,"ass1",0.0398630592324931
3,0,7,"ass1",5.32907051820075e-15
3,0,7,"ass1",0.0341310957360577
3,0,7,"ass1",0.00328407286831123
3,0,7,"ass1",0.000117313340522784
3,0,7,"ass1",1.2593248044368e-07
3,0,7,"ass1",2.27107221917322e-11
3,0,7,"ass1",0.00417675157956587
3,0,7,"ass1",0
3,0,7,"ass1",0.0103611209894137
3,0,7,"ass1",0.0191876289866943
3,0,7,"ass1",7.05822078117535e-07
3,0,7,"ass1",3.46735504983542e-05
3,0,7,"ass1",0.00327395356718618
3,0,7,"ass1",0.000953369695023909
3,0,7,"ass1",0.0630295341013376
3,0,7,"ass1",0.0269526299949003
3,0,7,"ass1",1.4210854715202e-14
3,0,7,"ass1",0
3,0,7,"ass1",3.37344809864248e-07
3,0,7,"ass1",0.000265826034826944
3,0,7,"ass1",0.0364898813362675
3,0,7,"ass1",0.0582411179143012
3,0,7,"ass1",0.0266900102463019
3,0,7,"ass1",0.0384987784033566
3,0,7,"ass1",0
3,0,7,"ass1",0.00166812358412827
3,0,7,"ass1",1.76320869513802e-05
3,0,7,"ass1",4.21614743117971e-10
3,0,7,"ass1",0.0274482321848399
3,0,7,"ass1",0.0246634378214274
3,0,7,"ass1",0.0471169139455334
3,0,7,"ass1",2.1493917756743e-13
3,0,7,"ass1",0
3,0,7,"ass1",0.0303155326085829
3,0,7,"ass1",0.0366792467493653
3,0,7,"ass1",0.0394310273442997
3,0,7,"ass1",0
3,0,7,"ass1",6.83080259022972e-10
3,0,7,"ass1",0.0436455459880811
3,0,7,"ass1",0.00365004973819794
3,0,7,"ass1",0.0149231838590023
3,0,7,"ass1",2.54276191213876e-08
3,0,7,"ass1",0.00661204831305184
3,0,7,"ass1",0.0442302110359893
3,0,7,"ass1",0.0190396985069903
3,0,7,"ass1",0.0335685078364758
3,0,7,"ass1",0.070182372920355
3,0,7,"ass1",1.48294222945822e-06
3,0,7,"ass1",0.0336364685625252
3,0,7,"ass1",0.0234162062706353
3,0,7,"ass1",0.0345276594158008
3,0,7,"ass1",6.10469652073675e-06
3,0,7,"ass1",8.47707326556701e-09
3,0,7,"ass1",0
3,0,7,"ass1",0.0831464546811826
3,0,7,"ass1",4.55901982832074e-11
3,0,7,"ass1",0
3,0,7,"ass1",0.0075869035914824
3,0,7,"ass1",0.00491547162888928
3,0,7,"ass1",0.0491718760117887
3,0,7,"ass1",0.00151094234139038
3,0,7,"ass1",1.77635683940025e-15
3,0,7,"ass1",0.0629285390719314
3,0,7,"ass1",0.061946250444203
3,0,7,"ass1",0
3,0,7,"ass1",0.0460800420418259
3,0,7,"ass1",0.00145243663808436
3,0,7,"ass1",0.044445411920055
3,0,7,"ass1",0.0488654870577871
3,0,7,"ass1",5.16208560128462e-05
3,0,7,"ass1",0.060590996482837
3,0,7,"ass1",1.86605724650235e-07
3,0,7,"ass1",4.30336234025219e-06
3,0,7,"ass1",0.0320959507070153
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0443417052233883
3,0,7,"ass1",0
3,0,7,"ass1",0.0596654083361621
3,0,7,"ass1",0
3,0,7,"ass1",7.0190401846304e-06
3,0,7,"ass1",0.0189403537889081
3,0,7,"ass1",0.0175460329943604
3,0,7,"ass1",0
3,0,7,"ass1",1.37567750968515e-07
3,0,7,"ass1",2.13791651049178e-10
3,0,7,"ass1",0.00450075149270113
3,0,7,"ass1",0
3,0,7,"ass1",0.0906197428078688
3,0,7,"ass1",1.11598169443283e-05
3,0,7,"ass1",0
3,0,7,"ass1",3.70009267669502e-08
3,0,7,"ass1",1.05675468375921e-11
3,0,7,"ass1",0.0579854406335958
3,0,7,"ass1",7.17726754473347e-07
3,0,7,"ass1",8.91765720112403e-06
3,0,7,"ass1",0.0074615201117858
3,0,7,"ass1",2.3206906796247e-07
3,0,7,"ass1",0.000353501480953256
3,0,7,"ass1",0.0741150216781588
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0418521161093164
3,0,7,"ass1",8.2322059041573e-05
3,0,7,"ass1",0.000811213950226986
3,0,7,"ass1",0
3,0,7,"ass1",0.0489647718519759
3,0,7,"ass1",0
3,0,7,"ass1",0.0771762122098991
3,0,7,"ass1",0
3,0,7,"ass1",1.59872115546023e-14
3,0,7,"ass1",0.0425911999348543
3,0,7,"ass1",0.00567596093703671
3,0,7,"ass1",0.00679722773223723
3,0,7,"ass1",0.00129075163149572
3,0,7,"ass1",6.49998784396644e-06
3,0,7,"ass1",2.28759233777964e-11
3,0,7,"ass1",0.0154429996605696
3,0,7,"ass1",3.29026716272551e-06
3,0,7,"ass1",0.0394952411825731
3,0,7,"ass1",3.65722975992355e-06
3,0,7,"ass1",0.0575891697143529
3,0,7,"ass1",0.0309493015932194
3,0,7,"ass1",6.37925268165418e-11
3,0,7,"ass1",0.0250511057075666
3,0,7,"ass1",0.00029584250564163
3,0,7,"ass1",0.0267684564337802
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",2.16715534406831e-13
3,0,7,"ass1",0.0641298461222313
3,0,7,"ass1",0.00292743403148599
3,0,7,"ass1",0.0480341893887903
3,0,7,"ass1",0.00168378601052943
3,0,7,"ass1",0.107530727853565
3,0,7,"ass1",0.0120111236833029
3,0,7,"ass1",0.0741954071509419
3,0,7,"ass1",0.0785069834429528
3,0,7,"ass1",7.5499872158602e-05
3,0,7,"ass1",0
3,0,7,"ass1",0.00835626880104456
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0487898150305544
3,0,7,"ass1",0.0141498340015627
3,0,7,"ass1",0
3,0,7,"ass1",1.38801243565467e-06
3,0,7,"ass1",0
3,0,7,"ass1",0.000809401873354432
3,0,7,"ass1",9.57484580510481e-09
3,0,7,"ass1",5.14486231395495e-11
3,0,7,"ass1",9.5316379928434e-05
3,0,7,"ass1",0.0787928410424339
3,0,7,"ass1",4.75662842980284e-06
3,0,7,"ass1",0.0103981811625466
3,0,7,"ass1",8.34919475778406e-08
3,0,7,"ass1",0.00188165809420759
3,0,7,"ass1",0
3,0,7,"ass1",8.04324837844206e-08
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0619056043814474
3,0,7,"ass1",0
3,0,7,"ass1",0.000809962840504497
3,0,7,"ass1",3.36372707465671e-10
3,0,7,"ass1",0.0081172498356743
3,0,7,"ass1",0.00837498955261751
3,0,7,"ass1",0.0592567778624264
3,0,7,"ass1",1.15255064159214e-07
3,0,7,"ass1",0.0117005414658031
3,0,7,"ass1",0
3,0,7,"ass1",0.0375831756622702
3,0,7,"ass1",2.19721711811616e-05
3,0,7,"ass1",3.79591647003963e-09
3,0,7,"ass1",0.0848499776217828
3,0,7,"ass1",5.05978277320906e-05
3,0,7,"ass1",0.0355798993785665
3,0,7,"ass1",0.0964798117298322
3,0,7,"ass1",0.0190838244093303
3,0,7,"ass1",2.92878775116634e-05
3,0,7,"ass1",0.0295028230392536
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.00668200475692693
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.000662420810158437
3,0,7,"ass1",3.91478518402266e-06
3,0,7,"ass1",0.045211779378711
3,0,7,"ass1",0
3,0,7,"ass1",1.06833625075353e-05
3,0,7,"ass1",0
3,0,7,"ass1",0.0815585251366251
3,0,7,"ass1",0.0623853958177687
3,0,7,"ass1",0.0403493963868335
3,0,7,"ass1",0.00744968378010569
3,0,7,"ass1",0.0254440102743612
3,0,7,"ass1",0.0081081355359931
3,0,7,"ass1",0.00265008814916179
3,0,7,"ass1",0.0369912744390852
3,0,7,"ass1",0.0437417392830497
3,0,7,"ass1",1.49002694627143e-08
3,0,7,"ass1",0.00117341071599064
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0594840760171671
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",7.20610557891632e-08
3,0,7,"ass1",0.00107060224642197
3,0,7,"ass1",8.41287081438935e-05
3,0,7,"ass1",2.1316282072803e-14
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0500108250463551
3,0,7,"ass1",0
3,0,7,"ass1",0.0478574037926958
3,0,7,"ass1",0.102164838263871
3,0,7,"ass1",0.000141927797269403
3,0,7,"ass1",0.00118658972773389
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",2.40215296543056e-08
3,0,7,"ass1",5.92823568013046e-11
3,0,7,"ass1",3.13233021032033e-06
3,0,7,"ass1",0.0480992779263687
3,0,7,"ass1",1.66178182325893e-11
3,0,7,"ass1",0.102746618679163
3,0,7,"ass1",0.000494484446562637
3,0,7,"ass1",0.0633379760715371
3,0,7,"ass1",0.0325430416030201
3,0,7,"ass1",0
3,0,7,"ass1",7.69093986026093e-05
3,0,7,"ass1",0.0509327722950736
3,0,7,"ass1",0
3,0,7,"ass1",0.00013723421087164
3,0,7,"ass1",0.00621319029090195
3,0,7,"ass1",0.00984824860387867
3,0,7,"ass1",0
3,0,7,"ass1",6.39447605976784e-10
3,0,7,"ass1",1.43621470272137e-09
3,0,7,"ass1",0.0227640559861175
3,0,7,"ass1",0
3,0,7,"ass1",0.00472772089916873
3,0,7,"ass1",0.0554340929723693
3,0,7,"ass1",0.00670950402449755
3,0,7,"ass1",0
3,0,7,"ass1",0.0110481867146515
3,0,7,"ass1",0
3,0,7,"ass1",6.59010154890893e-07
3,0,7,"ass1",2.80426188936644e-08
3,0,7,"ass1",0
3,0,7,"ass1",5.49525225324032e-09
3,0,7,"ass1",0.00130465349559117
3,0,7,"ass1",0.0487002618421606
3,0,7,"ass1",0
3,0,7,"ass1",0.0392500869405712
3,0,7,"ass1",3.98386147626439e-05
3,0,7,"ass1",0.007821965345709
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0112381418856735
3,0,7,"ass1",0
3,0,7,"ass1",7.57828022557305e-08
3,0,7,"ass1",0.0611737676501427
3,0,7,"ass1",0
3,0,7,"ass1",0.0223856047442155
3,0,7,"ass1",4.67049243724205e-08
3,0,7,"ass1",0
3,0,7,"ass1",0.00130746686521732
3,0,7,"ass1",0.0304051236609553
3,0,7,"ass1",0
3,0,7,"ass1",1.9264431827537e-07
3,0,7,"ass1",0.00169001418969295
3,0,7,"ass1",0.00572675088855767
3,0,7,"ass1",3.75210804470782e-06
3,0,7,"ass1",0
3,0,7,"ass1",0.00246001639402671
3,0,7,"ass1",4.43633041413705e-09
3,0,7,"ass1",5.00932628710871e-13
3,0,7,"ass1",6.4150462719681e-10
3,0,7,"ass1",0.00947694619290651
3,0,7,"ass1",2.5626652799815e-08
3,0,7,"ass1",0
3,0,7,"ass1",0.000153210717229513
3,0,7,"ass1",0.0122733260053423
3,0,7,"ass1",0.000305795270065801
3,0,7,"ass1",0.0260433156503357
3,0,7,"ass1",0
3,0,7,"ass1",0.0502994291566807
3,0,7,"ass1",1.86267787860572e-06
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0430933921602588
3,0,7,"ass1",0.0105125023738939
3,0,7,"ass1",0.0356413654389804
3,0,7,"ass1",8.02882692632068e-05
3,0,7,"ass1",0.0585931027808613
3,0,7,"ass1",2.01060998961111e-07
3,0,7,"ass1",0
3,0,7,"ass1",2.97353361649044e-05
3,0,7,"ass1",0.095605475593743
3,0,7,"ass1",0
3,0,7,"ass1",0.0268426723657722
3,0,7,"ass1",0
3,0,7,"ass1",0.0153047584491741
3,0,7,"ass1",0
3,0,7,"ass1",0.00974908723298995
3,0,7,"ass1",0.0277422857455782
3,0,7,"ass1",0.00461069960062765
3,0,7,"ass1",0.01089304126093
3,0,7,"ass1",1.24344978758018e-14
3,0,7,"ass1",2.50075656360593e-06
3,0,7,"ass1",0
3,0,7,"ass1",0.0111066375503786
3,0,7,"ass1",0.0482525000550318
3,0,7,"ass1",0.0222274598955021
3,0,7,"ass1",4.89848105722501e-06
3,0,7,"ass1",2.005151600315e-11
3,0,7,"ass1",0.0202410548959939
3,0,7,"ass1",6.482088821258e-06
3,0,7,"ass1",0
3,0,7,"ass1",0.0591330020155532
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",9.77931886581018e-08
3,0,7,"ass1",4.40280594204978e-08
3,0,7,"ass1",0.0262538417884581
3,0,7,"ass1",0
3,0,7,"ass1",0.034599363408498
3,0,7,"ass1",0.0151665425494834
3,0,7,"ass1",2.66453525910038e-14
3,0,7,"ass1",0.0398944063547386
3,0,7,"ass1",0
3,0,7,"ass1",0.000139664197723377
3,0,7,"ass1",0.0153252003860889
3,0,7,"ass1",0.0332560595621629
3,0,7,"ass1",2.48689957516035e-13
3,0,7,"ass1",0.0018131362490319
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0278276466967036
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",1.22439932788154e-05
3,0,7,"ass1",0
3,0,7,"ass1",1.51000278947322e-09
3,0,7,"ass1",0.00586247258629768
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0120477475207874
3,0,7,"ass1",0
3,0,7,"ass1",2.11155004592456e-09
3,0,7,"ass1",3.81871290144886e-07
3,0,7,"ass1",0.0061203189009138
3,0,7,"ass1",0.000201192068864486
3,0,7,"ass1",0
3,0,7,"ass1",3.76996212025915e-11
3,0,7,"ass1",0.0117210412815556
3,0,7,"ass1",0.0252802754673542
3,0,7,"ass1",0.018458489307223
3,0,7,"ass1",0.0373108083898295
3,0,7,"ass1",0.0623967767459277
3,0,7,"ass1",0.000275697208561354
3,0,7,"ass1",2.00701570918227e-08
3,0,7,"ass1",0
3,0,7,"ass1",1.23474563906711e-11
3,0,7,"ass1",0.00192999851500453
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.00129066113067999
3,0,7,"ass1",0.00270410665142506
3,0,7,"ass1",0.0472893603830133
3,0,7,"ass1",0.00245767370006256
3,0,7,"ass1",0.0556806400099745
3,0,7,"ass1",0.00073803200207756
3,0,7,"ass1",0.0151062024043735
3,0,7,"ass1",4.85123052840208e-11
3,0,7,"ass1",0.010757440611938
3,0,7,"ass1",0
3,0,7,"ass1",4.19604290868847e-07
3,0,7,"ass1",0.0178664391199455
3,0,7,"ass1",2.06402733695654e-05
3,0,7,"ass1",0.00527543926412299
3,0,7,"ass1",1.09818025624264e-05
3,0,7,"ass1",0.00475315514372632
3,0,7,"ass1",0.0441276198556526
3,0,7,"ass1",0.018685904882922
3,0,7,"ass1",0.00538772683388444
3,0,7,"ass1",0.0118420009375786
3,0,7,"ass1",0.0056092766475917
3,0,7,"ass1",0.0135092665587813
3,0,7,"ass1",0
3,0,7,"ass1",0.0129210651876104
3,0,7,"ass1",0.0306705082300631
3,0,7,"ass1",1.36992076686937e-05
3,0,7,"ass1",0.0554703486555628
3,0,7,"ass1",0
3,0,7,"ass1",0.0416519643274125
3,0,7,"ass1",0
3,0,7,"ass1",5.30313570834551e-11
3,0,7,"ass1",6.00785909909973e-08
3,0,7,"ass1",0.00805453759738484
3,0,7,"ass1",1.22195586982343e-10
3,0,7,"ass1",0.0848010172389877
3,0,7,"ass1",0.0121304297106448
3,0,7,"ass1",0.0564655581969244
3,0,7,"ass1",0.000778272258902035
3,0,7,"ass1",0.0348152673766293
3,0,7,"ass1",0.000128153701052014
3,0,7,"ass1",3.04435552322957e-08
3,0,7,"ass1",1.77635683940025e-15
3,0,7,"ass1",0.0734642296554409
3,0,7,"ass1",0.0160311401142117
3,0,7,"ass1",0.0046170772518046
3,0,7,"ass1",1.06827817347721e-06
3,0,7,"ass1",0.019634016193951
3,0,7,"ass1",0.0765568771310701
3,0,7,"ass1",6.52718054716672e-06
3,0,7,"ass1",0.0633795630508782
3,0,7,"ass1",0.00142015267556594
3,0,7,"ass1",0.0408558035728213
3,0,7,"ass1",1.70628311479959e-07
3,0,7,"ass1",0.000103371480030034
3,0,7,"ass1",0.0305842042303404
3,0,7,"ass1",0.0335776324280701
3,0,7,"ass1",0.0327530712970052
3,0,7,"ass1",0.0497631860934611
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.00629475416406322
3,0,7,"ass1",5.62956551064531e-06
3,0,7,"ass1",0.000218622426826798
3,0,7,"ass1",4.918640978957e-07
3,0,7,"ass1",0.0160241536333778
3,0,7,"ass1",0.00193728233284496
3,0,7,"ass1",0.0107411487202409
3,0,7,"ass1",3.35595748524042e-07
3,0,7,"ass1",0.0090698043649553
3,0,7,"ass1",2.38495210425071e-06
3,0,7,"ass1",0
3,0,7,"ass1",0.034867367129328
3,0,7,"ass1",0.0243346048106208
3,0,7,"ass1",0
3,0,7,"ass1",0.0287802582908352
3,0,7,"ass1",0.0175668396165864
3,0,7,"ass1",1.13386064981569e-08
3,0,7,"ass1",0
3,0,7,"ass1",4.73985240390107e-07
3,0,7,"ass1",8.5265128291212e-14
3,0,7,"ass1",0.00900016643923252
3,0,7,"ass1",0.0999515712426451
3,0,7,"ass1",0.042921201792181
3,0,7,"ass1",2.79141770445079e-05
3,0,7,"ass1",2.80037859567983e-09
3,0,7,"ass1",0
3,0,7,"ass1",3.09263725739584e-12
3,0,7,"ass1",0
3,0,7,"ass1",0.0456528438037669
3,0,7,"ass1",5.64280975510201e-05
3,0,7,"ass1",0.0765979263572643
3,0,7,"ass1",0.000456734780383883
3,0,7,"ass1",6.88761048195374e-09
3,0,7,"ass1",0.0110358379410922
3,0,7,"ass1",9.16701026199007e-09
3,0,7,"ass1",0.000282719386126118
3,0,7,"ass1",0.0296266655930122
3,0,7,"ass1",0.0783214173415221
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0557342311794287
3,0,7,"ass1",0.054914394174796
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.00986882975185033
3,0,7,"ass1",0.000860891510225059
3,0,7,"ass1",0.00482655932570175
3,0,7,"ass1",8.15957404469714e-05
3,0,7,"ass1",5.32907051820075e-15
3,0,7,"ass1",2.76554857947531e-05
3,0,7,"ass1",0
3,0,7,"ass1",0.000406977714474621
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",2.45153657374431e-08
3,0,7,"ass1",7.46069872548105e-14
3,0,7,"ass1",2.89955997860858e-05
3,0,7,"ass1",0.134917160612716
3,0,7,"ass1",1.16563652952095e-07
3,0,7,"ass1",0.0763371613738268
3,0,7,"ass1",0.0419168734207922
3,0,7,"ass1",2.30948169157585e-05
3,0,7,"ass1",3.80805361270831e-05
3,0,7,"ass1",0.00106285795947336
3,0,7,"ass1",0
3,0,7,"ass1",2.09434070086445e-09
3,0,7,"ass1",0.00422517595083782
3,0,7,"ass1",5.73407987758401e-11
3,0,7,"ass1",0.0164067462840034
3,0,7,"ass1",0.0102083306315581
3,0,7,"ass1",0.00198735346254075
3,0,7,"ass1",0.058048195321069
3,0,7,"ass1",0.0137746760870492
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",9.99066134710347e-07
3,0,7,"ass1",0.0529536195226239
3,0,7,"ass1",0.00863997904325764
3,0,7,"ass1",1.97238872647887e-05
3,0,7,"ass1",0
3,0,7,"ass1",2.49027465315521e-11
3,0,7,"ass1",0.00118247706261876
3,0,7,"ass1",0
3,0,7,"ass1",0.00534604709799247
3,0,7,"ass1",2.19593232486659e-10
3,0,7,"ass1",0
3,0,7,"ass1",0.00645291646397261
3,0,7,"ass1",0.00192587025212632
3,0,7,"ass1",5.85556527710196e-08
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0448905206973418
3,0,7,"ass1",0.0377018548672261
3,0,7,"ass1",0.0581428717127022
3,0,7,"ass1",2.40810917002676e-05
3,0,7,"ass1",1.04005699093079e-05
3,0,7,"ass1",2.65920618858217e-12
3,0,7,"ass1",2.71441180643706e-08
3,0,7,"ass1",2.50466314355435e-13
3,0,7,"ass1",0.0719985499528466
3,0,7,"ass1",0
3,0,7,"ass1",0.00978567147622122
3,0,7,"ass1",1.5351098170413e-09
3,0,7,"ass1",0.0340721682774472
3,0,7,"ass1",1.59976227287473e-06
3,0,7,"ass1",0.0306580439971178
3,0,7,"ass1",2.20268248085631e-13
3,0,7,"ass1",4.69406527638938e-05
3,0,7,"ass1",0
3,0,7,"ass1",0.047919535240684
3,0,7,"ass1",9.32587340685131e-13
3,0,7,"ass1",3.39431582592198e-05
3,0,7,"ass1",2.6739499503492e-11
3,0,7,"ass1",7.39403738236888e-09
3,0,7,"ass1",0.0153569017216491
3,0,7,"ass1",0.000263390438883349
3,0,7,"ass1",0.0640355229326008
3,0,7,"ass1",0
3,0,7,"ass1",0.0162646360536023
3,0,7,"ass1",1.07905027135757e-08
3,0,7,"ass1",0.00421090734928242
3,0,7,"ass1",0.0498028754764164
3,0,7,"ass1",0.0480968320808373
3,0,7,"ass1",0
3,0,7,"ass1",0.0574594156399044
3,0,7,"ass1",0.0772072085563753
3,0,7,"ass1",0.0369245947521328
3,0,7,"ass1",0
3,0,7,"ass1",0.0138311598431056
3,0,7,"ass1",0.00257199492520321
3,0,7,"ass1",8.50276308028697e-07
3,0,7,"ass1",5.621178985038e-05
3,0,7,"ass1",0.00675500698124232
3,0,7,"ass1",0
3,0,7,"ass1",0.0111526877728618
3,0,7,"ass1",0.000320194144379116
3,0,7,"ass1",0.0245496243686638
3,0,7,"ass1",0.000762244038529758
3,0,7,"ass1",0
3,0,7,"ass1",4.11889544693622e-09
3,0,7,"ass1",0
3,0,7,"ass1",0.0466842603402178
3,0,7,"ass1",0
3,0,7,"ass1",0.0679503701168951
3,0,7,"ass1",0
3,0,7,"ass1",0.037052851453554
3,0,7,"ass1",2.31708358953142e-05
3,0,7,"ass1",8.49357240539916e-07
3,0,7,"ass1",3.5899013610674e-06
3,0,7,"ass1",0.0265674124411852
3,0,7,"ass1",0.0190136038116737
3,0,7,"ass1",0.0705068800626876
3,0,7,"ass1",0.04473767525025
3,0,7,"ass1",0.0587926728727748
3,0,7,"ass1",0.0177458806541217
3,0,7,"ass1",0.0129045417213014
3,0,7,"ass1",0
3,0,7,"ass1",0.0022051901940241
3,0,7,"ass1",4.18618633091228e-08
3,0,7,"ass1",1.60774504820438e-10
3,0,7,"ass1",0.0171059977334824
3,0,7,"ass1",0
3,0,7,"ass1",0.0245789635734095
3,0,7,"ass1",0.00026818113064131
3,0,7,"ass1",0.0771294665192048
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0336217822296341
3,0,7,"ass1",0.0017217698930363
3,0,7,"ass1",0.0797722658036175
3,0,7,"ass1",0
3,0,7,"ass1",1.19564091960456e-09
3,0,7,"ass1",0
3,0,7,"ass1",0.0219872497225762
3,0,7,"ass1",0.0171286461775839
3,0,7,"ass1",3.5527136788005e-15
3,0,7,"ass1",4.67181848762266e-13
3,0,7,"ass1",0.000171640009313023
3,0,7,"ass1",0.000128116214627383
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",6.68646800150441e-07
3,0,7,"ass1",6.44676332868244e-05
3,0,7,"ass1",0.0423441956862565
3,0,7,"ass1",0.0558851566898344
3,0,7,"ass1",0.000506386433031025
3,0,7,"ass1",0
3,0,7,"ass1",0.0440132862151525
3,0,7,"ass1",2.31909934900187e-05
3,0,7,"ass1",0
3,0,7,"ass1",6.73134143287513e-05
3,0,7,"ass1",0.0017206680132773
3,0,7,"ass1",0.037956494267064
3,0,7,"ass1",0.00181610922776088
3,0,7,"ass1",0
3,0,7,"ass1",0.0249961114472654
3,0,7,"ass1",0
3,0,7,"ass1",1.3837819778928e-12
3,0,7,"ass1",1.82071246968007e-10
3,0,7,"ass1",1.75859327100625e-13
3,0,7,"ass1",4.22160084667667e-10
3,0,7,"ass1",9.44484907705601e-06
3,0,7,"ass1",0.00321545794433753
3,0,7,"ass1",8.39462616681885e-05
3,0,7,"ass1",0.0535682524876862
3,0,7,"ass1",1.31606247606442e-05
3,0,7,"ass1",0.0244592043458116
3,0,7,"ass1",0
3,0,7,"ass1",8.95454570937204e-07
3,0,7,"ass1",0.0043294327862462
3,0,7,"ass1",1.60614632704892e-10
3,0,7,"ass1",0.0229421572687798
3,0,7,"ass1",0.000157260455747377
3,0,7,"ass1",3.65929508916452e-12
3,0,7,"ass1",0.0319234250843152
3,0,7,"ass1",0
3,0,7,"ass1",2.28226326726144e-11
3,0,7,"ass1",0.0298312543769796
3,0,7,"ass1",3.89341892059747e-11
3,0,7,"ass1",1.13200814944037e-06
3,0,7,"ass1",0.0265298510492471
3,0,7,"ass1",0.0104424997691979
3,0,7,"ass1",9.02566910099267e-12
3,0,7,"ass1",1.18849925456743e-08
3,0,7,"ass1",0
3,0,7,"ass1",0.00628406458507769
3,0,7,"ass1",1.42790820945038e-07
3,0,7,"ass1",4.73592529104394e-06
3,0,7,"ass1",0
3,0,7,"ass1",0.00976917204462957
3,0,7,"ass1",0
3,0,7,"ass1",0.000114744720773885
3,0,7,"ass1",0.000322780355626051
3,0,7,"ass1",0
3,0,7,"ass1",1.16526328692856e-05
3,0,7,"ass1",0.000231674937200665
3,0,7,"ass1",4.35126838382871e-06
3,0,7,"ass1",0
3,0,7,"ass1",0.046005492920207
3,0,7,"ass1",0.0177862432403124
3,0,7,"ass1",3.60241259045324e-09
3,0,7,"ass1",0.0516326704463417
3,0,7,"ass1",5.97004756741626e-09
3,0,7,"ass1",0.0122807046082372
3,0,7,"ass1",7.61204793420234e-07
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",2.57163179639974e-11
3,0,7,"ass1",5.92947912991804e-12
3,0,7,"ass1",0.00136611115265062
3,0,7,"ass1",0.0129642060083093
3,0,7,"ass1",0
3,0,7,"ass1",1.57405472549499e-05
3,0,7,"ass1",0.0300757605786384
3,0,7,"ass1",7.13170784916173e-05
3,0,7,"ass1",0.000424347608284137
3,0,7,"ass1",0.0258206029751289
3,0,7,"ass1",0.0861070532630386
3,0,7,"ass1",0
3,0,7,"ass1",0.0360946847991581
3,0,7,"ass1",0.00690856414182761
3,0,7,"ass1",0.0990476730000456
3,0,7,"ass1",1.24928796196855e-08
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.00214642282594468
3,0,7,"ass1",0.0228618363054416
3,0,7,"ass1",0.0104917057463823
3,0,7,"ass1",0
3,0,7,"ass1",0
3,0,7,"ass1",0.0375140428884713
3,0,7,"ass1",0.000233432642803066
3,0,7,"ass1",0.0619957627004215
3,0,7,"ass1",2.10139035061729e-08
3,0,7,"ass1",0.0211200813499648
3,0,7,"ass1",0
